MIN=0	0	0	0	0
MAX=50	10	10	70	10
SCALE=50	5	5	10	5
DEC=1	2	2	2	2
DEF="Time" t / s	"Voltage" U_B1 / V	"Anode" U_A / V	"Acceleration voltage" U_B / V	"Voltage" U_A1 / V
0	0.65	0.045	0.65	0.045
0.099	0.65	0.045	0.65	0.045
0.199	0.65	0.045	0.65	0.045
0.299	0.65	0.045	0.65	0.045
0.399	0.65	0.045	0.65	0.045
0.499	0.65	0.045	0.65	0.045
0.599	0.7	0.05	0.7	0.05
0.699	0.9	0.045	0.9	0.045
0.799	1.1	0.045	1.1	0.045
0.899	1.25	0.045	1.25	0.045
0.999	1.45	0.045	1.45	0.045
1.099	1.65	0.045	1.65	0.045
1.199	1.85	0.045	1.85	0.045
1.299	2.05	0.045	2.05	0.045
1.4	2.25	0.045	2.25	0.045
1.501	2.4	0.045	2.4	0.045
1.599	2.6	0.04	2.6	0.04
1.699	2.85	0.045	2.85	0.045
1.799	3	0.04	3	0.04
1.899	3.2	0.045	3.2	0.045
1.999	3.4	0.04	3.4	0.04
2.099	3.55	0.04	3.55	0.04
2.199	3.75	0.04	3.75	0.04
2.299	3.95	0.04	3.95	0.04
2.399	4.15	0.035	4.15	0.035
2.499	4.35	0.045	4.35	0.045
2.599	4.55	0.04	4.55	0.04
2.699	4.75	0.045	4.75	0.045
2.799	4.95	0.04	4.95	0.04
2.899	5.1	0.05	5.1	0.05
2.999	5.3	0.04	5.3	0.04
3.099	5.5	0.055	5.5	0.055
3.199	5.7	0.045	5.7	0.045
3.3	5.85	0.065	5.85	0.065
3.399	6.1	0.06	6.1	0.06
3.499	6.3	0.075	6.3	0.075
3.599	6.45	0.075	6.45	0.075
3.699	6.7	0.095	6.7	0.095
3.8	6.85	0.095	6.85	0.095
3.899	7.05	0.105	7.05	0.105
3.999	7.25	0.095	7.25	0.095
4.099	7.45	0.1	7.45	0.1
4.2	7.6	0.09	7.6	0.09
4.3	7.85	0.09	7.85	0.09
4.4	8	0.085	8	0.085
4.5	8.2	0.085	8.2	0.085
4.6	8.4	0.075	8.4	0.075
4.699	8.6	0.07	8.6	0.07
4.8	8.75	0.065	8.75	0.065
4.9	8.95	0.065	8.95	0.065
5	9.15	0.06	9.15	0.06
5.099	9.35	0.055	9.35	0.055
5.199	9.55	0.06	9.55	0.06
5.299	9.75	0.065	9.75	0.065
5.399	9.95	0.075	9.95	0.075
5.499	10.15	0.08	10.15	0.08
5.599	10.35	0.1	10.35	0.1
5.699	10.5	0.115	10.5	0.115
5.8	10.7	0.14	10.7	0.14
5.9	10.9	0.17	10.9	0.17
5.999	11.1	0.21	11.1	0.21
6.099	11.3	0.245	11.3	0.245
6.199	11.5	0.28	11.5	0.28
6.3	11.7	0.295	11.7	0.295
6.4	11.85	0.285	11.85	0.285
6.5	12.05	0.25	12.05	0.25
6.6	12.25	0.215	12.25	0.215
6.7	12.45	0.18	12.45	0.18
6.8	12.65	0.15	12.65	0.15
6.9	12.85	0.125	12.85	0.125
7	13.05	0.105	13.05	0.105
7.1	13.2	0.09	13.2	0.09
7.2	13.4	0.08	13.4	0.08
7.3	13.65	0.065	13.65	0.065
7.4	13.8	0.065	13.8	0.065
7.5	14	0.06	14	0.06
7.6	14.2	0.065	14.2	0.065
7.7	14.4	0.07	14.4	0.07
7.8	14.6	0.095	14.6	0.095
7.9	14.8	0.12	14.8	0.12
8	14.95	0.16	14.95	0.16
8.1	15.15	0.205	15.15	0.205
8.2	15.35	0.26	15.35	0.26
8.3	15.55	0.335	15.55	0.335
8.4	15.75	0.405	15.75	0.405
8.5	15.95	0.485	15.95	0.485
8.6	16.15	0.59	16.15	0.59
8.7	16.3	0.67	16.3	0.67
8.8	16.5	0.72	16.5	0.72
8.9	16.7	0.675	16.7	0.675
9	16.9	0.575	16.9	0.575
9.1	17.1	0.45	17.1	0.45
9.2	17.25	0.35	17.25	0.35
9.3	17.5	0.26	17.5	0.26
9.4	17.65	0.2	17.65	0.2
9.5	17.85	0.155	17.85	0.155
9.6	18.05	0.12	18.05	0.12
9.7	18.2	0.095	18.2	0.095
9.8	18.4	0.08	18.4	0.08
9.9	18.65	0.07	18.65	0.07
10	18.8	0.07	18.8	0.07
10.1	19	0.08	19	0.08
10.2	19.25	0.105	19.25	0.105
10.3	19.4	0.145	19.4	0.145
10.4	19.55	0.195	19.55	0.195
10.5	19.8	0.275	19.8	0.275
10.6	20	0.36	20	0.36
10.7	20.15	0.465	20.15	0.465
10.8	20.35	0.585	20.35	0.585
10.9	20.55	0.75	20.55	0.75
11	20.75	0.895	20.75	0.895
11.1	20.95	1.055	20.95	1.055
11.2	21.15	1.225	21.15	1.225
11.3	21.35	1.315	21.35	1.315
11.4	21.55	1.295	21.55	1.295
11.5	21.7	1.11	21.7	1.11
11.6	21.9	0.885	21.9	0.885
11.7	22.1	0.675	22.1	0.675
11.8	22.3	0.51	22.3	0.51
11.9	22.5	0.35	22.5	0.35
12	22.7	0.25	22.7	0.25
12.1	22.9	0.185	22.9	0.185
12.199	23.1	0.135	23.1	0.135
12.3	23.3	0.105	23.3	0.105
12.4	23.45	0.09	23.45	0.09
12.5	23.65	0.09	23.65	0.09
12.6	23.85	0.105	23.85	0.105
12.7	24.05	0.14	24.05	0.14
12.8	24.2	0.2	24.2	0.2
12.9	24.4	0.285	24.4	0.285
13	24.6	0.38	24.6	0.38
13.1	24.8	0.525	24.8	0.525
13.2	25	0.705	25	0.705
13.3	25.2	0.875	25.2	0.875
13.4	25.4	1.07	25.4	1.07
13.5	25.6	1.325	25.6	1.325
13.6	25.75	1.565	25.75	1.565
13.7	25.95	1.795	25.95	1.795
13.8	26.15	1.98	26.15	1.98
13.9	26.35	2.005	26.35	2.005
14	26.55	1.87	26.55	1.87
14.1	26.7	1.585	26.7	1.585
14.2	26.95	1.295	26.95	1.295
14.3	27.1	1.03	27.1	1.03
14.4	27.3	0.77	27.3	0.77
14.5	27.5	0.535	27.5	0.535
14.6	27.65	0.38	27.65	0.38
14.7	27.85	0.275	27.85	0.275
14.8	28.1	0.19	28.1	0.19
14.899	28.25	0.15	28.25	0.15
15	28.45	0.13	28.45	0.13
15.099	28.65	0.145	28.65	0.145
15.2	28.85	0.18	28.85	0.18
15.3	29	0.25	29	0.25
15.4	29.2	0.35	29.2	0.35
15.5	29.45	0.5	29.45	0.5
15.6	29.6	0.675	29.6	0.675
15.7	29.8	0.88	29.8	0.88
15.8	30	1.145	30	1.145
15.9	30.2	1.425	30.2	1.425
16	30.4	1.715	30.4	1.715
16.1	30.6	2.075	30.6	2.075
16.2	30.8	2.375	30.8	2.375
16.3	30.95	2.64	30.95	2.64
16.4	31.15	2.795	31.15	2.795
16.5	31.35	2.73	31.35	2.73
16.6	31.55	2.52	31.55	2.52
16.7	31.7	2.235	31.7	2.235
16.8	31.9	1.86	31.9	1.86
16.9	32.1	1.52	32.1	1.52
17	32.3	1.17	32.3	1.17
17.1	32.5	0.85	32.5	0.85
17.2	32.7	0.62	32.7	0.62
17.3	32.9	0.46	32.9	0.46
17.4	33.1	0.33	33.1	0.33
17.5	33.25	0.265	33.25	0.265
17.6	33.45	0.245	33.45	0.245
17.7	33.65	0.265	33.65	0.265
17.8	33.85	0.335	33.85	0.335
17.9	34.05	0.435	34.05	0.435
18	34.25	0.575	34.25	0.575
18.1	34.45	0.8	34.45	0.8
18.2	34.6	1.045	34.6	1.045
18.3	34.8	1.345	34.8	1.345
18.4	35	1.725	35	1.725
18.5	35.2	2.11	35.2	2.11
18.6	35.4	2.54	35.4	2.54
18.7	35.6	2.99	35.6	2.99
18.8	35.8	3.425	35.8	3.425
18.9	35.95	3.69	35.95	3.69
19	36.15	3.815	36.15	3.815
19.1	36.4	3.755	36.4	3.755
19.2	36.55	3.55	36.55	3.55
19.3	36.7	3.245	36.7	3.245
19.4	36.95	2.775	36.95	2.775
19.5	37.15	2.31	37.15	2.31
19.6	37.3	1.89	37.3	1.89
19.7	37.55	1.46	37.55	1.46
19.8	37.7	1.135	37.7	1.135
19.9	37.9	0.89	37.9	0.89
20	38.1	0.71	38.1	0.71
20.1	38.3	0.59	38.3	0.59
20.2	38.5	0.535	38.5	0.535
20.3	38.65	0.545	38.65	0.545
20.4	38.85	0.635	38.85	0.635
20.5	39.05	0.79	39.05	0.79
