# Strom: 0.09 A
# Magnetfeld: 0 mT
# Schnitt bei (739,474)
# Mittelung: 1 Pixel
# Magnetfeldsensor unkalibriertPixel ; Red Value
850;1222
851;1195
852;1195
853;1195
854;1182
855;1170
856;1144
857;1119
858;1082
859;1046
860;994
861;942
862;934
863;926
864;883
865;840
866;800
867;760
868;725
869;691
870;672
871;653
872;611
873;569
874;555
875;542
876;518
877;495
878;470
879;445
880;439
881;433
882;421
883;409
884;400
885;391
886;376
887;362
888;372
889;382
890;353
891;325
892;334
893;344
894;333
895;322
896;314
897;307
898;318
899;329
900;321
901;314
902;309
903;305
904;291
905;278
906;278
907;278
908;290
909;302
910;276
911;251
912;262
913;273
914;263
915;253
916;263
917;274
918;275
919;276
920;269
921;262
922;258
923;254
924;262
925;271
926;264
927;258
928;254
929;251
930;247
931;243
932;255
933;267
934;270
935;274
936;267
937;260
938;246
939;233
940;243
941;254
942;246
943;238
944;244
945;251
946;257
947;263
948;264
949;265
950;259
951;254
952;265
953;276
954;277
955;278
956;267
957;256
958;266
959;276
960;275
961;274
962;303
963;333
964;327
965;322
966;311
967;300
968;297
969;294
970;311
971;329
972;332
973;336
974;350
975;364
976;365
977;367
978;391
979;415
980;407
981;400
982;402
983;404
984;438
985;473
986;459
987;445
988;479
989;513
990;535
991;558
992;567
993;577
994;610
995;644
996;704
997;764
998;801
999;839
1000;897
1001;955
1002;985
1003;1015
1004;1049
1005;1083
1006;1035
1007;988
1008;939
1009;890
1010;801
1011;713
1012;664
1013;615
1014;575
1015;536
1016;493
1017;451
1018;429
1019;407
1020;376
1021;345
1022;334
1023;324
1024;307
1025;291
1026;292
1027;294
1028;286
1029;278
1030;275
1031;273
1032;263
1033;253
1034;259
1035;265
1036;268
1037;271
1038;252
1039;234
1040;248
1041;263
1042;258
1043;254
1044;256
1045;258
1046;250
1047;243
1048;233
1049;223
1050;242
1051;262
1052;263
1053;265
1054;261
1055;258
1056;261
1057;265
1058;253
1059;242
1060;254
1061;267
1062;263
1063;260
1064;264
1065;269
1066;276
1067;283
1068;278
1069;274
1070;268
1071;262
1072;280
1073;298
1074;305
1075;313
1076;328
1077;344
1078;359
1079;374
1080;408
1081;442
1082;449
1083;456
1084;483
1085;511
1086;528
1087;546
1088;563
1089;580
1090;614
1091;648
1092;724
1093;800
1094;871
1095;942
1096;975
1097;1008
1098;992
1099;977
1100;869
1101;762
1102;669
1103;577
1104;529
1105;482
1106;434
1107;387
1108;367
1109;347
1110;334
1111;322
1112;302
1113;283
1114;293
1115;303
1116;288
1117;274
1118;258
1119;242
1120;258
1121;274
1122;264
1123;254
1124;245
1125;236
1126;246
1127;256
1128;259
1129;263
1130;255
1131;247
1132;249
1133;251
1134;253
1135;256
1136;258
1137;260
1138;244
1139;229
1140;238
1141;247
1142;243
1143;240
1144;261
1145;283
1146;290
1147;298
1148;300
1149;302
1150;302
1151;302
1152;341
1153;380
1154;372
1155;365
1156;402
1157;440
1158;442
1159;444
1160;465
1161;486
1162;533
1163;580
1164;614
1165;649
1166;702
1167;755
1168;845
1169;935
1170;926
1171;917
1172;857
1173;797
1174;687
1175;578
1176;511
1177;445
1178;410
1179;376
1180;347
1181;318
1182;307
1183;296
1184;289
1185;282
1186;274
1187;267
1188;257
1189;247
1190;262
1191;278
1192;266
1193;254
1194;247
1195;240
1196;240
1197;240
1198;241
1199;243
1200;245
1201;247
1202;240
1203;233
1204;249
1205;265
1206;257
1207;249
1208;261
1209;273
1210;269
1211;265
1212;273
1213;282
1214;302
1215;322
1216;330
1217;338
1218;361
1219;384
1220;402
1221;420
1222;436
1223;453
1224;474
1225;496
1226;548
1227;600
1228;648
1229;697
1230;789
1231;881
1232;902
1233;924
1234;850
1235;777
1236;664
1237;551
1238;493
1239;435
1240;384
1241;334
1242;318
1243;302
1244;303
1245;305
1246;289
1247;273
1248;266
1249;260
1250;256
1251;253
1252;244
1253;236
1254;230
1255;225
1256;231
1257;238
1258;244
1259;251
1260;242
1261;233
1262;246
1263;260
1264;258
1265;256
1266;251
1267;247
1268;263
1269;280
1270;281
1271;283
1272;299
1273;316
1274;338
1275;360
1276;388
1277;416
1278;427
1279;438
1280;483
1281;529
1282;563
1283;598
1284;654
1285;711
1286;802
1287;893
1288;871
1289;850
1290;766
1291;682
1292;559
1293;436
1294;391
1295;347
1296;327
1297;307
1298;304
1299;302
1300;286
1301;271
1302;266
1303;262
1304;256
1305;251
1306;238
1307;225
1308;229
1309;234
1310;226
1311;218
1312;225
1313;233
1314;237
1315;242
1316;235
1317;229
1318;245
1319;262
1320;267
1321;273
1322;274
1323;276
1324;294
1325;313
1326;345
1327;378
1328;391
1329;404
1330;440
1331;476
1332;504
1333;533
1334;622
1335;711
1336;779
1337;848
1338;854
1339;861
1340;753
1341;646
1342;537
1343;429
1344;376
1345;324
1346;303
1347;282
1348;270
1349;258
1350;248
1351;238
1352;239
1353;240
1354;244
1355;249
1356;242
1357;236
1358;238
1359;240
1360;235
1361;231
1362;233
1363;236
1364;246
1365;256
1366;259
1367;263
1368;263
