# Strom: -0.31 A
# Magnetfeld: 23 mT
# Schnitt bei (696,491)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;525
2;580
3;636
4;697
5;757
6;798
7;839
8;850
9;860
10;913
11;967
12;1014
13;1061
14;1084
15;1108
16;1081
17;1054
18;1032
19;1010
20;985
21;960
22;944
23;929
24;910
25;891
26;806
27;721
28;654
29;586
30;535
31;484
32;458
33;432
34;420
35;408
36;397
37;386
38;380
39;375
40;400
41;425
42;447
43;470
44;526
45;582
46;648
47;714
48;762
49;810
50;829
51;848
52;896
53;943
54;985
55;1028
56;1106
57;1184
58;1153
59;1123
60;1135
61;1148
62;1081
63;1014
64;996
65;979
66;965
67;951
68;920
69;889
70;829
71;770
72;695
73;620
74;562
75;505
76;472
77;439
78;433
79;428
80;409
81;391
82;385
83;380
84;395
85;410
86;416
87;423
88;466
89;510
90;575
91;641
92;692
93;743
94;782
95;822
96;853
97;885
98;912
99;940
100;986
101;1031
102;1087
103;1143
104;1167
105;1191
106;1171
107;1151
108;1120
109;1089
110;1066
111;1044
112;1022
113;1001
114;1011
115;1021
116;960
117;900
118;845
119;789
120;717
121;645
122;600
123;554
124;511
125;468
126;465
127;463
128;440
129;417
130;402
131;387
132;399
133;411
134;414
135;417
136;435
137;453
138;495
139;537
140;597
141;657
142;709
143;760
144;812
145;864
146;882
147;899
148;924
149;949
150;991
151;1033
152;1076
153;1119
154;1181
155;1244
156;1259
157;1275
158;1238
159;1202
160;1143
161;1085
162;1069
163;1052
164;1051
165;1050
166;1036
167;1021
168;990
169;960
170;882
171;805
172;748
173;691
174;657
175;623
176;573
177;524
178;489
179;455
180;447
181;440
182;428
183;417
184;410
185;403
186;420
187;438
188;435
189;433
190;462
191;491
192;522
193;554
194;600
195;647
196;723
197;799
198;843
199;887
200;909
201;932
202;939
203;947
204;966
205;985
206;1032
207;1080
208;1128
209;1177
210;1214
211;1251
212;1263
213;1275
214;1245
215;1216
216;1170
217;1124
218;1102
219;1079
220;1077
221;1074
222;1089
223;1105
224;1069
225;1033
226;995
227;957
228;910
229;863
230;815
231;766
232;700
233;635
234;597
235;560
236;526
237;493
238;485
239;477
240;463
241;449
242;451
243;453
244;453
245;453
246;441
247;429
248;440
249;451
250;467
251;483
252;508
253;533
254;574
255;616
256;669
257;722
258;769
259;817
260;859
261;902
262;926
263;950
264;964
265;978
266;978
267;978
268;1019
269;1061
270;1129
271;1196
272;1226
273;1256
274;1291
275;1325
276;1327
277;1329
278;1308
279;1287
280;1228
281;1169
282;1178
283;1187
284;1155
285;1124
286;1137
287;1150
288;1128
289;1106
290;1081
291;1056
292;1038
293;1019
294;955
295;891
296;867
297;844
298;772
299;701
300;657
301;613
302;587
303;561
304;542
305;523
306;518
307;513
308;497
309;482
310;483
311;484
312;476
313;468
314;472
315;477
316;479
317;481
318;496
319;512
320;516
321;521
322;552
323;584
324;596
325;609
326;645
327;682
328;747
329;812
330;839
331;865
332;915
333;965
334;986
335;1006
336;1020
337;1035
338;1030
339;1025
340;1048
341;1071
342;1096
343;1121
344;1152
345;1183
346;1213
347;1243
348;1294
349;1346
350;1353
351;1360
352;1363
353;1367
354;1349
355;1332
356;1257
357;1182
358;1190
359;1198
360;1159
361;1120
362;1140
363;1160
364;1167
365;1174
366;1174
367;1173
368;1157
369;1141
370;1129
371;1117
372;1049
373;982
374;938
375;893
376;871
377;848
378;781
379;714
380;702
381;690
382;659
383;628
384;602
385;575
386;566
387;557
388;556
389;555
390;535
391;515
392;519
393;523
394;517
395;511
396;500
397;490
398;501
399;513
400;516
401;520
402;522
403;524
404;528
405;533
406;540
407;548
408;559
409;570
410;592
411;614
412;630
413;647
414;691
415;735
416;766
417;798
418;832
419;866
420;911
421;957
422;979
423;1002
424;1015
425;1027
426;1049
427;1070
428;1058
429;1045
430;1050
431;1054
432;1073
433;1091
434;1080
435;1069
436;1095
437;1122
438;1160
439;1198
440;1254
441;1310
442;1326
443;1342
444;1380
445;1418
446;1423
447;1427
448;1429
449;1432
450;1424
451;1416
452;1373
453;1330
454;1296
455;1263
456;1235
457;1207
458;1215
459;1222
460;1195
461;1168
462;1150
463;1133
464;1155
465;1177
466;1178
467;1180
468;1208
469;1236
470;1215
471;1194
472;1215
473;1236
474;1198
475;1160
476;1114
477;1068
478;1045
479;1022
480;991
481;960
482;932
483;905
484;872
485;840
486;812
487;784
488;751
489;717
490;699
491;682
492;669
493;656
494;634
495;612
496;612
497;613
498;607
499;602
500;587
501;573
502;564
503;555
504;550
505;545
506;525
507;505
508;513
509;521
510;528
511;535
512;544
513;552
514;541
515;529
516;522
517;514
518;515
519;515
520;515
521;515
522;520
523;524
524;514
525;504
526;514
527;523
528;511
529;499
530;527
531;555
532;560
533;566
534;570
535;574
536;569
537;564
538;573
539;582
540;600
541;619
542;634
543;648
544;664
545;680
546;698
547;717
548;728
549;740
550;765
551;791
552;797
553;803
554;839
555;875
556;887
557;900
558;933
559;966
560;956
561;946
562;978
563;1010
564;1025
565;1040
566;1044
567;1049
568;1059
569;1069
570;1072
571;1076
572;1083
573;1091
574;1091
575;1091
576;1074
577;1057
578;1072
579;1087
580;1083
581;1079
582;1078
583;1077
584;1066
585;1055
586;1069
587;1083
588;1095
589;1107
590;1105
591;1104
592;1111
593;1118
594;1125
595;1133
596;1142
597;1152
598;1175
599;1199
600;1219
601;1239
602;1252
603;1265
604;1287
605;1310
606;1311
607;1313
608;1319
609;1324
610;1349
611;1374
612;1374
613;1374
614;1406
615;1438
616;1462
617;1487
618;1494
619;1502
620;1490
621;1478
622;1471
623;1465
624;1486
625;1507
626;1506
627;1506
628;1498
629;1490
630;1475
631;1461
632;1474
633;1487
634;1458
635;1429
636;1418
637;1407
638;1405
639;1403
640;1391
641;1379
642;1369
643;1359
644;1378
645;1397
646;1376
647;1356
648;1344
649;1332
650;1319
651;1307
652;1318
653;1330
654;1304
655;1279
656;1271
657;1264
658;1267
659;1271
660;1260
661;1249
662;1246
663;1243
664;1229
665;1215
666;1216
667;1218
668;1224
669;1230
670;1212
671;1193
672;1190
673;1186
674;1182
675;1178
676;1192
677;1207
678;1197
679;1187
680;1168
681;1149
682;1154
683;1160
684;1168
685;1176
686;1168
687;1160
688;1168
689;1175
690;1174
691;1173
692;1162
693;1151
694;1150
695;1149
696;1149
697;1149
698;1155
699;1162
700;1151
701;1140
702;1141
703;1143
704;1135
705;1127
706;1138
707;1150
708;1142
709;1135
710;1127
711;1119
712;1130
713;1142
714;1146
715;1150
716;1148
717;1146
718;1145
719;1143
720;1159
721;1175
722;1171
723;1167
724;1161
725;1156
726;1166
727;1176
728;1187
729;1198
730;1212
731;1227
732;1231
733;1235
734;1233
735;1231
736;1224
737;1217
738;1238
739;1259
740;1263
741;1267
742;1273
743;1278
744;1288
745;1297
746;1298
747;1298
748;1316
749;1334
750;1343
751;1352
752;1352
753;1353
754;1357
755;1361
756;1379
757;1397
758;1392
759;1386
760;1398
761;1409
762;1424
763;1440
764;1434
765;1428
766;1445
767;1461
768;1459
769;1456
770;1489
771;1521
772;1500
773;1479
774;1486
775;1493
776;1466
777;1440
778;1438
779;1436
780;1413
781;1390
782;1383
783;1376
784;1363
785;1351
786;1336
787;1322
788;1282
789;1242
790;1235
791;1228
792;1204
793;1181
794;1175
795;1169
796;1132
797;1096
798;1098
799;1100
800;1066
801;1033
802;1033
803;1034
804;1040
805;1046
806;1032
807;1019
808;1026
809;1033
810;1024
811;1015
812;1025
813;1035
814;1023
815;1012
816;1005
817;998
818;1012
819;1027
820;1026
821;1025
822;1024
823;1022
824;1023
825;1025
826;1037
827;1050
828;1038
829;1026
830;992
831;959
832;970
833;982
834;954
835;927
836;911
837;895
838;872
839;849
840;824
841;799
842;757
843;716
844;709
845;702
846;677
847;652
848;624
849;597
850;581
851;565
852;552
853;540
854;521
855;503
856;487
857;471
858;462
859;453
860;449
861;446
862;440
863;433
864;426
865;418
866;416
867;414
868;418
869;421
870;416
871;411
872;417
873;424
874;416
875;409
876;405
877;402
878;402
879;402
880;399
881;397
882;405
883;414
884;411
885;408
886;404
887;401
888;415
889;429
890;429
891;430
892;442
893;454
894;451
895;449
896;453
897;456
898;472
899;488
900;500
901;512
902;515
903;518
904;541
905;564
906;581
907;598
908;637
909;675
910;717
911;759
912;800
913;842
914;870
915;898
916;942
917;987
918;1032
919;1077
920;1092
921;1107
922;1137
923;1166
924;1137
925;1107
926;1102
927;1098
928;1073
929;1048
930;1060
931;1072
932;1038
933;1003
934;1006
935;1009
936;1025
937;1041
938;1075
939;1110
940;1144
941;1178
942;1244
943;1309
944;1331
945;1354
946;1379
947;1404
948;1403
949;1403
950;1407
951;1412
952;1366
953;1320
954;1253
955;1186
956;1137
957;1088
958;1065
959;1041
960;1001
961;961
962;967
963;973
964;975
965;978
966;971
967;964
968;968
969;971
970;963
971;954
972;944
973;934
974;895
975;856
976;802
977;748
978;700
979;651
980;615
981;578
982;541
983;503
984;493
985;483
986;453
987;422
988;423
989;424
990;416
991;408
992;394
993;381
994;392
995;403
996;389
997;375
998;384
999;394
1000;383
1001;372
1002;371
1003;370
1004;382
1005;394
1006;405
1007;415
1008;415
1009;414
1010;435
1011;455
1012;484
1013;512
1014;531
1015;550
1016;596
1017;642
1018;691
1019;739
1020;784
1021;828
1022;896
1023;965
1024;1013
1025;1062
1026;1090
1027;1117
1028;1096
1029;1076
1030;1055
1031;1034
1032;1011
1033;988
1034;989
1035;990
1036;1022
1037;1054
1038;1081
1039;1108
1040;1181
1041;1255
1042;1329
1043;1403
1044;1398
1045;1394
1046;1367
1047;1340
1048;1265
1049;1190
1050;1127
1051;1064
1052;1018
1053;971
1054;951
1055;931
1056;950
1057;968
1058;963
1059;958
1060;953
1061;949
1062;922
1063;896
1064;846
1065;797
1066;735
1067;673
1068;620
1069;568
1070;537
1071;507
1072;469
1073;431
1074;404
1075;378
1076;381
1077;385
1078;387
1079;389
1080;368
1081;347
1082;363
1083;380
1084;383
1085;386
1086;389
1087;392
1088;398
1089;404
1090;415
1091;426
1092;451
1093;476
1094;499
1095;522
1096;559
1097;596
1098;673
1099;749
1100;807
1101;866
1102;946
1103;1027
1104;1065
1105;1102
1106;1076
1107;1049
1108;1038
1109;1028
1110;981
1111;934
1112;974
1113;1013
1114;1053
1115;1092
1116;1167
1117;1242
1118;1308
1119;1374
1120;1345
1121;1316
1122;1230
1123;1144
1124;1082
1125;1019
1126;981
1127;944
1128;931
1129;918
1130;922
1131;926
1132;933
1133;940
1134;902
1135;863
1136;800
1137;737
1138;670
1139;604
1140;546
1141;488
1142;480
1143;472
1144;433
1145;394
1146;382
1147;371
1148;372
1149;372
1150;364
1151;355
1152;363
1153;371
1154;370
1155;369
1156;389
1157;409
1158;426
1159;444
1160;461
1161;478
1162;530
1163;583
1164;642
1165;702
1166;789
1167;877
1168;942
1169;1008
1170;1043
1171;1078
1172;1038
1173;999
1174;985
1175;972
1176;968
1177;963
1178;1034
1179;1105
1180;1169
1181;1234
1182;1297
1183;1360
1184;1299
1185;1239
1186;1160
1187;1082
1188;1020
1189;959
1190;921
1191;883
1192;897
1193;910
1194;896
1195;882
1196;852
1197;823
1198;738
1199;653
1200;578
1201;503
1202;479
1203;455
1204;418
1205;381
1206;377
1207;373
1208;371
1209;369
1210;371
1211;373
1212;377
1213;381
1214;388
1215;395
1216;405
1217;415
1218;452
1219;488
1220;524
1221;560
1222;627
1223;694
1224;786
1225;879
1226;958
1227;1038
1228;1038
1229;1038
1230;988
1231;939
1232;944
1233;950
1234;993
1235;1035
1236;1115
1237;1196
1238;1262
1239;1329
1240;1279
1241;1228
1242;1121
1243;1014
1244;955
1245;896
1246;906
1247;917
1248;916
1249;914
1250;885
1251;856
1252;771
1253;686
1254;609
1255;532
1256;495
1257;459
1258;416
1259;374
1260;368
1261;363
1262;349
1263;335
1264;333
1265;331
1266;347
1267;364
1268;372
1269;381
1270;418
1271;455
1272;492
1273;529
1274;604
1275;679
1276;758
1277;837
1278;918
1279;998
1280;1030
1281;1062
1282;1002
1283;942
1284;948
1285;953
1286;1024
1287;1094
1288;1158
1289;1222
1290;1234
1291;1246
1292;1153
1293;1060
1294;977
1295;894
1296;874
1297;855
1298;868
1299;881
1300;850
1301;818
1302;735
1303;653
1304;575
1305;498
1306;447
1307;396
1308;386
1309;376
1310;363
1311;350
1312;353
1313;357
1314;359
1315;361
1316;371
1317;382
1318;399
1319;415
1320;466
1321;516
1322;591
1323;667
1324;767
1325;868
1326;957
1327;1045
1328;1018
1329;990
1330;965
1331;940
1332;956
1333;972
1334;1069
1335;1165
1336;1211
1337;1257
1338;1170
1339;1083
1340;988
1341;893
1342;882
1343;871
1344;889
1345;907
1346;844
1347;782
1348;710
1349;637
1350;562
1351;486
1352;443
1353;401
1354;368
1355;336
1356;347
1357;358
1358;354
1359;350
1360;361
1361;373
1362;394
1363;414
1364;448
1365;482
1366;555
1367;628
1368;628
