# Strom: -0.01 A
# Magnetfeld: 0 mT
# Schnitt bei (739,474)
# Mittelung: 1 Pixel
# Magnetfeldsensor unkalibriertPixel ; Red Value
1;1097
2;1013
3;928
4;851
5;774
6;729
7;684
8;645
9;607
10;594
11;581
12;554
13;527
14;519
15;511
16;505
17;500
18;502
19;504
20;492
21;480
22;494
23;508
24;502
25;496
26;500
27;505
28;503
29;501
30;506
31;511
32;516
33;521
34;528
35;535
36;540
37;545
38;582
39;619
40;639
41;658
42;720
43;782
44;852
45;922
46;1047
47;1171
48;1415
49;1658
50;1903
51;2148
52;2348
53;2548
54;2554
55;2560
56;2446
57;2331
58;2178
59;2025
60;1869
61;1712
62;1576
63;1441
64;1343
65;1245
66;1175
67;1105
68;1008
69;912
70;860
71;808
72;765
73;723
74;677
75;632
76;615
77;598
78;586
79;574
80;571
81;568
82;554
83;541
84;536
85;532
86;523
87;515
88;512
89;509
90;519
91;529
92;527
93;525
94;521
95;518
96;521
97;525
98;528
99;531
100;537
101;543
102;541
103;539
104;554
105;570
106;581
107;592
108;610
109;628
110;650
111;672
112;685
113;698
114;724
115;751
116;816
117;881
118;987
119;1093
120;1240
121;1387
122;1590
123;1792
124;2024
125;2256
126;2461
127;2667
128;2694
129;2721
130;2653
131;2586
132;2456
133;2326
134;2198
135;2069
136;1956
137;1843
138;1736
139;1628
140;1520
141;1413
142;1323
143;1234
144;1155
145;1076
146;1002
147;927
148;861
149;795
150;769
151;744
152;712
153;680
154;674
155;669
156;651
157;633
158;615
159;598
160;601
161;605
162;591
163;577
164;580
165;584
166;561
167;539
168;547
169;555
170;551
171;547
172;541
173;535
174;538
175;541
176;552
177;563
178;559
179;554
180;562
181;569
182;557
183;544
184;557
185;569
186;566
187;563
188;554
189;544
190;562
191;580
192;584
193;588
194;590
195;593
196;616
197;640
198;643
199;646
200;661
201;676
202;705
203;734
204;761
205;788
206;814
207;840
208;896
209;952
210;1028
211;1103
212;1205
213;1306
214;1419
215;1531
216;1716
217;1902
218;2114
219;2326
220;2462
221;2598
222;2728
223;2858
224;2872
225;2886
226;2876
227;2866
228;2761
229;2657
230;2578
231;2499
232;2373
233;2247
234;2163
235;2080
236;1999
237;1919
238;1796
239;1672
240;1629
241;1586
242;1473
243;1361
244;1316
245;1272
246;1204
247;1137
248;1103
249;1069
250;1013
251;958
252;920
253;882
254;865
255;848
256;825
257;803
258;775
259;748
260;727
261;705
262;702
263;699
264;680
265;661
266;660
267;658
