# Strom: -0.34 A
# Magnetfeld: 25 mT
# Schnitt bei (696,491)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;804
2;785
3;766
4;802
5;839
6;832
7;826
8;868
9;910
10;997
11;1084
12;1105
13;1126
14;1104
15;1083
16;1022
17;961
18;943
19;926
20;879
21;833
22;835
23;837
24;872
25;908
26;902
27;897
28;895
29;893
30;826
31;760
32;701
33;642
34;603
35;564
36;538
37;513
38;473
39;433
40;410
41;387
42;393
43;400
44;392
45;384
46;394
47;405
48;396
49;387
50;394
51;402
52;415
53;429
54;464
55;500
56;553
57;607
58;683
59;760
60;773
61;786
62;788
63;791
64;762
65;733
66;753
67;773
68;770
69;768
70;816
71;864
72;932
73;1001
74;1055
75;1110
76;1105
77;1101
78;1086
79;1072
80;1003
81;935
82;896
83;857
84;859
85;861
86;892
87;924
88;926
89;928
90;964
91;1001
92;971
93;941
94;919
95;897
96;850
97;804
98;759
99;715
100;659
101;604
102;569
103;535
104;513
105;491
106;482
107;473
108;444
109;415
110;423
111;431
112;426
113;422
114;432
115;442
116;424
117;407
118;424
119;442
120;469
121;496
122;518
123;540
124;563
125;587
126;647
127;708
128;738
129;768
130;838
131;908
132;912
133;917
134;929
135;942
136;964
137;986
138;987
139;988
140;984
141;981
142;1019
143;1057
144;1105
145;1154
146;1219
147;1285
148;1347
149;1410
150;1450
151;1490
152;1447
153;1405
154;1327
155;1250
156;1230
157;1210
158;1177
159;1144
160;1099
161;1055
162;1064
163;1073
164;1076
165;1079
166;1074
167;1070
168;1073
169;1077
170;1056
171;1035
172;1009
173;984
174;955
175;926
176;878
177;830
178;772
179;715
180;686
181;658
182;618
183;578
184;552
185;526
186;515
187;504
188;485
189;466
190;473
191;480
192;462
193;444
194;448
195;453
196;442
197;431
198;423
199;416
200;424
201;433
202;417
203;402
204;425
205;449
206;459
207;469
208;462
209;455
210;502
211;549
212;578
213;607
214;648
215;689
216;724
217;760
218;759
219;759
220;795
221;831
222;837
223;844
224;837
225;831
226;825
227;819
228;818
229;817
230;799
231;782
232;793
233;804
234;833
235;862
236;886
237;910
238;959
239;1008
240;1063
241;1119
242;1131
243;1144
244;1159
245;1175
246;1195
247;1215
248;1175
249;1135
250;1113
251;1092
252;1072
253;1052
254;1019
255;986
256;991
257;997
258;959
259;921
260;921
261;921
262;916
263;911
264;932
265;953
266;976
267;999
268;984
269;970
270;1002
271;1035
272;1077
273;1119
274;1067
275;1015
276;1029
277;1044
278;998
279;952
280;907
281;862
282;849
283;837
284;835
285;833
286;795
287;757
288;738
289;720
290;705
291;691
292;675
293;660
294;641
295;622
296;600
297;578
298;568
299;558
300;564
301;571
302;544
303;518
304;502
305;487
306;499
307;511
308;516
309;522
310;522
311;522
312;498
313;475
314;498
315;522
316;514
317;507
318;507
319;507
320;500
321;493
322;504
323;516
324;488
325;460
326;487
327;515
328;515
329;515
330;510
331;506
332;517
333;529
334;532
335;536
336;550
337;564
338;585
339;606
340;598
341;591
342;625
343;660
344;664
345;668
346;682
347;697
348;717
349;737
350;767
351;797
352;819
353;842
354;851
355;861
356;870
357;879
358;873
359;868
360;874
361;881
362;887
363;893
364;877
365;861
366;874
367;888
368;883
369;879
370;883
371;888
372;877
373;866
374;867
375;868
376;871
377;875
378;890
379;906
380;888
381;870
382;862
383;855
384;867
385;879
386;878
387;877
388;901
389;926
390;916
391;906
392;929
393;953
394;947
395;941
396;986
397;1032
398;1035
399;1039
400;1061
401;1083
402;1083
403;1084
404;1093
405;1103
406;1162
407;1221
408;1215
409;1210
410;1252
411;1294
412;1310
413;1327
414;1311
415;1296
416;1289
417;1283
418;1292
419;1301
420;1322
421;1343
422;1354
423;1365
424;1363
425;1361
426;1351
427;1341
428;1344
429;1347
430;1391
431;1436
432;1414
433;1392
434;1362
435;1332
436;1327
437;1323
438;1315
439;1308
440;1342
441;1377
442;1343
443;1310
444;1321
445;1332
446;1332
447;1332
448;1294
449;1256
450;1271
451;1286
452;1301
453;1317
454;1279
455;1241
456;1273
457;1306
458;1270
459;1235
460;1235
461;1235
462;1273
463;1312
464;1291
465;1270
466;1269
467;1268
468;1305
469;1343
470;1307
471;1272
472;1269
473;1266
474;1269
475;1272
476;1316
477;1361
478;1319
479;1277
480;1288
481;1299
482;1276
483;1254
484;1278
485;1303
486;1294
487;1286
488;1271
489;1257
490;1255
491;1254
492;1250
493;1246
494;1243
495;1241
