# Strom: 0.08 A
# Magnetfeld: 0 mT
# Schnitt bei (739,474)
# Mittelung: 1 Pixel
# Magnetfeldsensor unkalibriertPixel ; Red Value
436;1186
437;1167
438;1186
439;1205
440;1183
441;1161
442;1182
443;1202
444;1175
445;1149
446;1164
447;1179
448;1187
449;1195
450;1170
451;1144
452;1141
453;1138
454;1135
455;1133
456;1134
457;1134
458;1136
459;1137
460;1153
461;1170
462;1141
463;1112
464;1121
465;1131
466;1124
467;1118
468;1110
469;1103
470;1110
471;1118
472;1119
473;1121
474;1132
475;1143
476;1131
477;1119
478;1130
479;1141
480;1138
481;1136
482;1156
483;1177
484;1178
485;1180
486;1157
487;1135
488;1152
489;1169
490;1183
491;1198
492;1182
493;1166
494;1180
495;1194
496;1200
497;1205
498;1214
499;1223
500;1215
501;1207
502;1211
503;1215
504;1232
505;1250
506;1248
507;1246
508;1273
509;1300
510;1276
511;1253
512;1259
513;1265
514;1226
515;1187
516;1209
517;1231
518;1231
519;1231
520;1221
521;1211
522;1195
523;1179
524;1160
525;1142
526;1131
527;1120
528;1109
529;1098
530;1090
531;1082
532;1065
533;1048
534;1018
535;988
536;975
537;963
538;967
539;970
540;951
541;931
542;904
543;877
544;861
545;846
546;841
547;837
548;830
549;823
550;802
551;782
552;781
553;780
554;748
555;716
556;720
557;724
558;717
559;711
560;690
561;669
562;668
563;668
564;660
565;653
566;650
567;647
568;634
569;621
570;617
571;613
572;599
573;584
574;585
575;586
576;585
577;584
578;568
579;552
580;555
581;558
582;555
583;552
584;556
585;561
586;545
587;530
588;520
589;510
590;503
591;497
592;497
593;498
594;492
595;486
596;476
597;467
598;444
599;422
600;436
601;451
602;441
603;432
604;434
605;436
606;431
607;426
608;425
609;423
610;417
611;411
612;398
613;384
614;403
615;422
616;421
617;420
618;406
619;393
620;400
621;407
622;401
623;395
624;386
625;378
626;383
627;389
628;384
629;379
630;388
631;398
632;398
633;399
634;405
635;412
636;400
637;387
638;388
639;390
640;390
641;390
642;389
643;388
644;384
645;381
646;376
647;372
648;383
649;394
650;382
651;371
652;379
653;388
654;388
655;389
656;389
657;389
658;385
659;381
660;387
661;394
662;396
663;399
664;403
665;407
666;393
667;379
668;389
669;399
670;403
671;408
672;405
673;402
674;415
675;428
676;420
677;413
678;409
679;405
680;418
681;430
682;430
683;431
684;426
685;422
686;424
687;427
688;441
689;455
690;471
691;487
692;481
693;475
694;494
695;512
696;521
697;531
698;555
699;579
700;610
701;642
702;668
703;695
704;739
705;782
706;812
707;843
708;925
709;1007
710;1075
711;1144
712;1220
713;1296
714;1277
715;1257
716;1246
717;1235
718;1184
719;1132
720;1050
721;968
722;917
723;867
724;816
725;766
726;741
727;716
728;690
729;664
730;639
731;614
732;577
733;541
734;542
735;543
736;523
737;503
738;495
739;486
740;476
741;466
742;445
743;423
744;401
745;378
746;383
747;388
748;381
749;373
750;372
751;371
752;362
753;354
754;349
755;343
756;336
757;330
758;331
759;333
760;320
761;308
762;322
763;336
764;325
765;314
766;310
767;306
768;306
769;307
770;311
771;316
772;315
773;315
774;321
775;328
776;320
777;312
778;312
779;312
780;320
781;328
782;327
783;326
784;314
785;303
786;317
787;332
788;339
789;346
790;348
791;350
792;358
793;366
794;371
795;376
796;376
797;376
798;412
799;447
800;462
801;476
802;512
803;549
804;584
805;619
806;694
807;769
808;857
809;945
810;1047
811;1149
812;1186
813;1223
814;1194
815;1165
816;1083
817;1001
818;902
819;802
820;749
821;697
822;662
823;628
824;583
825;539
826;518
827;497
828;480
829;464
830;460
831;457
832;427
833;397
834;391
835;385
836;362
837;340
838;334
839;328
840;321
841;315
842;309
843;304
844;299
845;294
846;301
847;309
848;299
849;290
850;291
851;293
852;298
853;302
854;295
855;289
856;290
857;291
858;288
859;286
860;292
861;298
862;295
863;293
864;288
865;283
866;301
867;320
868;314
869;308
870;315
871;322
872;335
873;348
874;350
875;353
876;395
877;436
878;454
879;472
880;515
881;558
882;642
883;725
884;816
885;907
886;1011
887;1115
888;1161
889;1206
890;1162
891;1117
892;1008
893;899
894;821
895;743
896;678
897;614
898;571
899;528
900;506
901;485
902;455
903;425
904;403
905;380
906;362
907;343
908;335
909;326
910;310
911;293
912;298
913;303
914;301
915;299
916;297
917;296
918;296
