# Strom: -0.10 A
# Magnetfeld: 0 mT
# Schnitt bei (739,474)
# Mittelung: 1 Pixel
# Magnetfeldsensor unkalibriertPixel ; Red Value
1;813
2;797
3;781
4;754
5;726
6;684
7;643
8;610
9;578
10;535
11;493
12;465
13;437
14;420
15;403
16;391
17;380
18;373
19;366
20;356
21;346
22;354
23;362
24;372
25;383
26;376
27;368
28;377
29;385
30;419
31;452
32;494
33;537
34;589
35;641
36;661
37;681
38;681
39;681
40;678
41;676
42;679
43;682
44;676
45;671
46;725
47;780
48;818
49;856
50;889
51;922
52;942
53;962
54;927
55;891
56;850
57;808
58;777
59;745
60;762
61;778
62;782
63;786
64;798
65;809
66;816
67;823
68;803
69;783
70;759
71;735
72;693
73;651
74;623
75;596
76;563
77;530
78;494
79;458
80;446
81;435
82;428
83;421
84;405
85;389
86;377
87;365
88;362
89;360
90;362
91;365
92;369
93;373
94;386
95;399
96;383
97;368
98;397
99;426
100;450
101;474
102;501
103;529
104;566
105;603
106;633
107;664
108;675
109;686
110;684
111;683
112;693
113;704
114;710
115;717
116;708
117;699
118;735
119;772
120;800
121;829
122;875
123;921
124;959
125;997
126;1009
127;1022
128;988
129;955
130;926
131;897
132;880
133;862
134;838
135;813
136;809
137;805
138;808
139;811
140;814
141;818
142;848
143;879
144;870
145;860
146;848
147;837
148;822
149;808
150;770
151;732
152;686
153;640
154;626
155;612
156;581
157;550
158;527
159;505
160;474
161;443
162;439
163;435
164;428
165;421
166;409
167;397
168;387
169;377
170;380
171;383
172;389
173;394
174;386
175;379
176;385
177;392
178;388
179;383
180;396
181;408
182;402
183;396
184;414
185;432
186;454
187;475
188;494
189;512
190;550
191;587
192;603
193;620
194;648
195;677
196;685
197;694
198;720
199;746
200;760
201;775
202;752
203;730
204;737
205;744
206;749
207;755
208;759
209;763
210;759
211;755
212;790
213;825
214;870
215;916
216;936
217;956
218;975
219;994
220;1021
221;1048
222;1059
223;1070
224;1044
225;1018
226;995
227;972
228;968
229;963
230;942
231;920
232;882
233;845
234;835
235;825
236;842
237;859
238;850
239;842
240;846
241;850
242;865
243;881
244;900
245;919
246;915
247;911
248;899
249;887
250;897
251;907
252;886
253;865
254;850
255;836
256;811
257;787
258;750
259;714
260;699
261;685
262;659
263;633
264;619
265;605
266;570
267;535
268;530
269;526
270;519
271;513
272;502
273;492
274;471
275;451
276;449
277;448
278;437
279;427
280;425
281;423
282;409
283;396
284;393
285;391
286;400
287;410
288;397
289;384
290;391
291;399
292;398
293;397
294;398
295;400
296;396
297;392
298;394
299;396
300;406
301;416
302;403
303;391
304;401
305;412
306;426
307;440
308;436
309;433
310;445
311;457
312;443
313;429
314;451
315;474
316;477
317;479
318;487
319;495
320;526
321;558
322;581
323;604
324;611
325;617
326;640
327;664
328;677
329;691
330;712
331;734
332;745
333;757
334;770
335;784
336;791
337;799
338;799
339;799
340;801
341;804
342;804
343;805
344;799
345;793
346;786
347;778
348;791
349;804
350;797
351;790
352;786
353;783
354;786
355;790
356;791
357;791
358;793
359;795
360;796
361;797
362;789
363;781
364;793
365;805
366;841
367;878
368;868
369;858
370;867
371;876
372;880
373;885
374;895
375;905
376;920
377;935
378;953
379;972
380;993
381;1014
382;1023
383;1031
384;1034
385;1037
386;1060
387;1083
388;1079
389;1074
390;1103
391;1133
392;1109
393;1086
394;1110
395;1134
396;1126
397;1119
398;1133
