# Strom: -0.08 A
# Magnetfeld: 0 mT
# Schnitt bei (739,474)
# Mittelung: 1 Pixel
# Magnetfeldsensor unkalibriertPixel ; Red Value
314;2684
315;2805
316;2915
317;3025
318;2999
319;2974
320;2970
321;2967
322;2927
323;2888
324;2802
325;2717
326;2679
327;2641
328;2616
329;2592
330;2505
331;2419
332;2371
333;2324
334;2117
335;1911
336;1818
337;1725
338;1606
339;1487
340;1385
341;1283
342;1188
343;1094
344;1063
345;1032
346;1012
347;993
348;972
349;952
350;924
351;897
352;876
353;855
354;863
355;871
356;884
357;897
358;872
359;848
360;849
361;850
362;888
363;926
364;936
365;946
366;967
367;988
368;1074
369;1161
370;1215
371;1270
372;1381
373;1492
374;1585
375;1678
376;1785
377;1893
378;1975
379;2058
380;2160
381;2262
382;2280
383;2299
384;2360
385;2421
386;2566
387;2712
388;2786
389;2861
390;2915
391;2970
392;3021
393;3072
394;3130
395;3189
396;3133
397;3078
398;3027
399;2976
400;2944
401;2912
402;2862
403;2812
404;2809
405;2806
406;2780
407;2755
408;2685
409;2615
410;2487
411;2360
412;2256
413;2153
414;2040
415;1927
416;1842
417;1758
418;1654
419;1550
420;1490
421;1430
422;1356
423;1283
424;1248
425;1214
426;1151
427;1088
428;1065
429;1043
430;1044
431;1046
432;1025
433;1004
434;957
435;911
436;931
437;952
438;955
439;959
440;935
441;911
442;919
443;928
444;948
445;968
446;941
447;915
448;948
449;981
450;992
451;1004
452;1010
453;1017
454;1071
455;1126
456;1145
457;1165
458;1205
459;1245
460;1342
461;1439
462;1557
463;1676
464;1711
465;1747
466;1847
467;1947
468;2017
469;2087
470;2172
471;2257
472;2289
473;2322
474;2356
475;2390
476;2465
477;2541
478;2570
479;2599
480;2669
481;2739
482;2853
483;2968
484;3012
485;3056
486;3140
487;3225
488;3285
489;3345
490;3304
491;3263
492;3246
493;3229
494;3215
495;3201
496;3102
497;3003
498;2971
499;2939
500;2943
501;2948
502;2918
503;2888
504;2873
505;2859
506;2873
507;2888
508;2880
509;2872
510;2797
511;2723
512;2678
513;2633
514;2579
515;2526
516;2408
517;2291
518;2226
519;2162
520;2053
521;1944
522;1880
523;1816
524;1740
525;1665
526;1595
527;1525
528;1482
529;1439
530;1430
531;1421
532;1363
533;1305
534;1261
535;1217
536;1208
537;1199
538;1180
539;1161
540;1135
541;1110
542;1085
543;1061
544;1042
545;1023
546;1037
547;1052
548;1019
549;986
550;967
551;948
552;962
553;977
554;969
555;962
556;974
557;986
558;991
559;997
560;989
561;982
562;978
563;975
564;975
565;975
566;993
567;1012
568;999
569;986
570;1007
571;1028
572;1005
573;982
574;977
575;973
576;1018
577;1063
578;1026
579;990
580;1050
581;1110
582;1100
583;1090
584;1123
585;1157
586;1132
587;1108
588;1139
589;1170
590;1182
591;1194
592;1249
593;1305
594;1328
595;1352
596;1407
597;1463
598;1498
599;1534
600;1603
601;1672
602;1695
603;1718
604;1768
605;1818
606;1884
607;1951
608;1998
609;2046
610;2081
611;2117
612;2144
613;2171
614;2217
615;2264
616;2297
617;2331
618;2316
619;2302
620;2357
621;2413
622;2391
623;2370
624;2396
625;2422
626;2429
627;2437
628;2477
629;2517
630;2475
631;2433
632;2498
633;2564
634;2564
635;2564
636;2574
637;2584
638;2640
639;2697
640;2726
641;2755
642;2807
643;2859
644;2883
645;2908
646;2926
647;2945
648;2978
649;3012
650;3070
651;3129
652;3141
653;3154
654;3198
655;3243
656;3266
657;3289
658;3277
659;3265
660;3300
661;3336
662;3413
663;3491
664;3477
665;3464
666;3455
667;3447
668;3439
669;3431
670;3447
671;3464
672;3451
673;3438
674;3394
675;3351
676;3319
677;3287
678;3309
679;3332
680;3239
681;3147
682;3196
683;3245
684;3258
685;3272
686;3219
687;3167
688;3150
689;3134
690;3161
691;3189
692;3149
693;3110
694;3104
695;3098
696;3072
697;3047
698;3004
699;2961
700;2999
701;3038
702;2967
703;2896
704;2925
705;2954
706;2978
707;3003
708;2951
709;2899
710;2889
711;2879
712;2872
713;2866
714;2888
715;2910
716;2920
717;2930
718;2947
719;2965
720;2912
721;2859
722;2859
723;2859
724;2865
725;2872
726;2877
727;2883
728;2850
729;2817
730;2847
731;2877
732;2852
733;2828
734;2786
735;2745
736;2781
737;2817
738;2808
739;2799
740;2809
741;2819
742;2804
743;2790
744;2791
745;2792
746;2806
747;2821
748;2790
749;2759
750;2809
751;2859
752;2822
753;2785
754;2791
755;2797
756;2801
757;2805
758;2810
759;2816
760;2821
761;2826
762;2808
763;2790
764;2776
765;2763
766;2804
767;2845
768;2804
769;2763
770;2801
771;2839
772;2876
773;2914
774;2935
775;2956
776;2919
777;2883
778;2907
779;2932
780;2944
781;2956
782;2970
783;2985
784;2988
785;2992
786;3018
787;3045
788;3081
789;3118
790;3086
791;3054
792;3068
793;3083
794;3109
795;3136
796;3170
797;3205
798;3221
799;3238
800;3290
801;3342
802;3317
803;3292
804;3256
805;3220
806;3288
807;3356
808;3356
809;3356
810;3361
811;3367
812;3365
813;3363
814;3357
815;3351
816;3365
817;3380
818;3332
819;3285
820;3291
821;3298
822;3254
823;3211
824;3171
825;3132
826;3108
827;3085
828;3086
829;3087
830;3030
831;2974
832;2903
833;2832
834;2826
835;2821
836;2740
837;2659
838;2629
839;2599
840;2571
841;2544
842;2538
843;2532
844;2508
845;2484
846;2437
847;2391
848;2388
849;2386
850;2360
851;2335
852;2329
853;2324
854;2321
855;2319
856;2299
857;2280
858;2280
859;2280
860;2284
861;2288
862;2252
863;2217
864;2187
865;2158
866;2135
867;2113
868;2094
869;2076
870;2004
871;1933
872;1906
873;1880
874;1797
875;1714
876;1647
877;1581
878;1522
879;1463
880;1418
881;1374
882;1308
883;1243
884;1222
885;1201
886;1148
887;1095
888;1079
889;1063
890;1035
891;1008
892;996
893;984
894;947
895;910
896;871
897;833
898;851
899;870
900;840
901;810
902;814
903;819
904;812
905;806
906;812
907;819
908;779
909;739
910;734
911;729
912;750
913;771
914;759
915;748
916;755
917;762
918;767
919;773
920;760
921;748
922;752
923;757
924;723
925;689
926;724
927;760
928;782
929;804
930;776
931;749
932;774
933;800
934;800
935;800
936;824
937;848
938;839
939;831
940;869
941;908
942;889
943;870
944;916
945;962
946;972
947;982
948;1019
949;1057
950;1124
951;1192
952;1249
953;1306
954;1341
955;1377
956;1433
957;1489
958;1596
959;1703
960;1788
961;1874
962;1972
963;2071
964;2192
965;2313
966;2405
967;2497
968;2557
969;2617
970;2660
971;2703
972;2727
973;2752
974;2696
975;2641
976;2665
977;2690
978;2656
979;2623
980;2659
981;2695
982;2735
983;2775
984;2806
985;2837
986;2946
987;3056
988;3135
989;3214
990;3210
991;3207
992;3198
993;3189
994;3108
995;3027
996;2945
997;2863
998;2740
999;2617
1000;2530
1001;2444
1002;2373
1003;2302
1004;2283
1005;2264
1006;2237
1007;2211
1008;2181
1009;2151
1010;2126
1011;2102
1012;1976
1013;1851
1014;1756
1015;1661
1016;1545
1017;1430
1018;1312
1019;1194
1020;1143
1021;1092
1022;1026
1023;961
1024;944
1025;928
1026;879
1027;831
1028;803
1029;775
1030;750
1031;726
1032;745
1033;764
1034;723
1035;682
1036;706
1037;731
1038;718
1039;706
1040;704
1041;702
1042;715
1043;729
1044;724
1045;719
1046;741
1047;764
1048;765
1049;766
1050;779
1051;793
1052;819
1053;846
1054;866
1055;886
1056;912
1057;939
1058;1021
1059;1103
1060;1173
1061;1243
1062;1333
1063;1423
1064;1525
1065;1627
1066;1778
1067;1929
1068;2073
1069;2217
1070;2359
1071;2502
1072;2568
1073;2635
1074;2644
1075;2654
1076;2570
1077;2486
1078;2518
1079;2550
1080;2594
1081;2639
1082;2775
1083;2912
1084;2998
1085;3085
1086;3139
1087;3194
1088;3214
1089;3234
1090;2994
1091;2755
1092;2641
1093;2528
1094;2422
1095;2317
1096;2256
1097;2195
1098;2182
1099;2169
1100;2098
1101;2027
1102;1948
1103;1869
1104;1734
1105;1600
1106;1458
1107;1316
1108;1203
1109;1090
1110;1019
1111;948
1112;889
1113;831
1114;809
1115;788
1116;756
1117;724
1118;717
1119;711
1120;688
1121;666
1122;690
1123;715
1124;705
1125;695
1126;678
1127;662
1128;676
1129;691
1130;691
1131;691
1132;727
1133;764
1134;779
1135;795
1136;840
1137;886
1138;949
1139;1012
1140;1122
1141;1232
1142;1328
1143;1425
1144;1620
1145;1816
1146;1987
1147;2158
1148;2267
1149;2377
1150;2446
1151;2515
1152;2504
1153;2493
1154;2493
1155;2493
1156;2585
1157;2677
1158;2748
1159;2819
1160;2894
1161;2970
1162;3015
1163;3061
1164;2951
1165;2841
1166;2631
1167;2422
1168;2309
1169;2197
1170;2142
1171;2087
1172;2065
1173;2044
1174;1933
1175;1822
1176;1667
1177;1512
1178;1336
1179;1161
1180;1070
1181;979
1182;909
1183;839
1184;782
1185;726
1186;704
1187;682
1188;688
1189;695
1190;658
1191;622
1192;634
1193;646
1194;647
1195;648
1196;654
1197;660
1198;681
1199;702
1200;736
1201;771
1202;828
1203;886
1204;919
1205;952
1206;1042
1207;1132
1208;1272
1209;1412
1210;1615
1211;1818
1212;1998
1213;2178
1214;2334
1215;2490
1216;2492
1217;2495
1218;2484
1219;2473
1220;2522
1221;2572
1222;2681
1223;2790
1224;2905
1225;3021
1226;2946
1227;2872
1228;2708
1229;2544
1230;2366
1231;2188
1232;2114
1233;2040
1234;2021
1235;2002
1236;1870
1237;1738
1238;1588
1239;1439
1240;1259
1241;1079
1242;972
1243;866
1244;795
1245;724
1246;705
1247;686
1248;684
1249;682
1250;669
1251;657
1252;637
1253;618
1254;628
1255;638
1256;671
1257;704
1258;721
1259;739
1260;789
1261;840
1262;877
1263;915
1264;993
1265;1072
1266;1255
1267;1439
1268;1641
1269;1843
1270;2027
1271;2211
1272;2399
1273;2588
1274;2534
1275;2481
1276;2469
1277;2457
1278;2579
1279;2701
1280;2826
1281;2952
1282;2901
1283;2850
1284;2650
1285;2451
1286;2296
1287;2142
1288;2095
1289;2049
1290;1979
1291;1909
1292;1738
1293;1567
1294;1359
1295;1152
1296;1017
1297;882
1298;807
1299;733
1300;675
1301;618
1302;629
1303;640
1304;632
1305;624
1306;629
1307;635
1308;625
1309;615
1310;657
1311;700
1312;732
1313;764
1314;841
1315;919
1316;998
1317;1077
1318;1241
1319;1405
1320;1612
1321;1820
1322;2027
1323;2235
1324;2323
1325;2411
1326;2420
1327;2430
1328;2463
1329;2497
1330;2661
1331;2825
1332;2863
1333;2901
1334;2745
1335;2590
1336;2386
1337;2182
1338;2088
1339;1995
1340;1897
1341;1800
1342;1659
1343;1519
1344;1316
1345;1114
1346;972
1347;830
1348;784
1349;739
1350;704
1351;669
1352;632
1353;595
1354;595
1355;595
1356;623
1357;651
1358;683
1359;715
1360;737
1361;760
1362;825
1363;890
1364;987
1365;1084
1366;1270
1367;1456
1368;1456
