# Strom: -0.01 A
# Magnetfeld: 0 mT
# Schnitt bei (739,474)
# Mittelung: 1 Pixel
# Magnetfeldsensor unkalibriertPixel ; Red Value
1;172
2;166
3;159
4;158
5;156
6;157
7;158
8;158
9;158
10;157
11;156
12;151
13;146
14;147
15;148
16;151
17;154
18;152
19;150
20;154
21;157
22;152
23;148
24;156
25;164
26;158
27;153
28;149
29;146
30;153
31;160
32;166
33;172
34;166
35;161
36;168
37;176
38;186
39;195
40;198
41;201
42;220
43;239
44;283
45;327
46;358
47;389
48;428
49;467
50;477
51;487
52;464
53;441
54;387
55;332
56;299
57;267
58;246
59;226
60;213
61;201
62;198
63;196
64;184
65;172
66;167
67;162
68;165
69;168
70;163
71;159
72;157
73;155
74;159
75;163
76;159
77;155
78;151
79;148
80;156
81;165
82;159
83;153
84;149
85;146
86;153
87;160
88;158
89;157
90;153
91;150
92;153
93;157
94;155
95;154
96;153
97;151
98;158
99;165
100;169
101;174
102;171
103;169
104;169
105;170
106;171
107;171
108;174
109;178
110;193
111;209
112;217
113;225
114;237
115;249
116;267
117;285
118;306
119;326
120;380
121;433
122;469
123;506
124;514
125;522
126;501
127;480
128;444
129;408
130;361
131;315
132;292
133;269
134;254
135;239
136;229
137;220
138;211
139;203
140;195
141;188
142;185
143;182
144;177
145;172
146;170
147;167
148;168
149;169
150;164
151;158
152;156
153;155
154;158
155;161
156;160
157;159
158;154
159;150
160;161
161;172
162;166
163;160
164;161
165;162
166;165
167;169
168;168
169;167
170;153
171;140
172;149
173;159
174;159
175;159
176;161
177;162
178;158
179;153
180;157
181;160
182;157
183;154
184;160
185;167
186;171
187;175
188;173
189;171
190;172
191;172
192;170
193;169
194;177
195;186
196;181
197;176
198;179
199;183
200;188
201;193
202;201
203;209
204;214
205;218
206;240
207;262
208;282
209;302
210;319
211;337
212;373
213;409
214;445
215;482
216;490
217;497
218;529
219;562
220;565
221;569
222;532
223;496
224;471
225;445
226;399
227;352
228;345
229;338
230;316
231;295
232;278
233;262
234;260
235;258
236;236
237;214
238;217
239;220
240;209
241;197
242;203
243;209
244;205
245;201
246;198
247;196
248;195
249;194
250;187
251;180
252;179
253;178
254;171
255;164
256;171
257;178
258;173
259;168
260;170
261;171
262;169
263;167
264;170
265;174
266;170
267;165
268;173
269;180
270;179
271;178
272;179
273;180
274;175
275;170
276;170
277;171
278;172
279;173
