# Strom: 0.06 A
# Magnetfeld: 0 mT
# Schnitt bei (739,474)
# Mittelung: 1 Pixel
# Magnetfeldsensor unkalibriertPixel ; Red Value
1;618
2;589
3;559
4;544
5;530
6;512
7;494
8;481
9;468
10;456
11;443
12;440
13;438
14;425
15;412
16;419
17;426
18;433
19;441
20;434
21;428
22;442
23;456
24;445
25;434
26;458
27;482
28;486
29;491
30;512
31;533
32;545
33;557
34;581
35;605
36;671
37;737
38;821
39;905
40;1066
41;1227
42;1464
43;1702
44;1881
45;2060
46;2077
47;2094
48;2049
49;2004
50;2041
51;2079
52;2129
53;2180
54;2114
55;2048
56;1860
57;1672
58;1475
59;1279
60;1141
61;1003
62;923
63;842
64;765
65;688
66;667
67;646
68;618
69;590
70;571
71;552
72;537
73;523
74;511
75;500
76;493
77;486
78;482
79;478
80;475
81;473
82;463
83;454
84;458
85;463
86;470
87;477
88;457
89;437
90;449
91;460
92;457
93;453
94;463
95;474
96;488
97;503
98;516
99;530
100;536
101;543
102;562
103;582
104;593
105;604
106;646
107;688
108;744
109;800
110;890
111;980
112;1080
113;1180
114;1390
115;1600
116;1797
117;1993
118;2089
119;2185
120;2185
121;2185
122;2153
123;2121
124;2110
125;2099
126;2172
127;2246
128;2244
129;2242
130;2165
131;2088
132;1888
133;1689
134;1536
135;1384
136;1261
137;1139
138;1041
139;944
140;881
141;819
142;779
143;739
144;709
145;679
146;652
147;626
148;611
149;597
150;579
151;561
152;549
153;536
154;537
155;537
156;534
157;532
158;509
159;486
160;487
161;488
162;491
163;495
164;483
165;472
166;478
167;485
168;489
169;494
170;487
171;481
172;480
173;479
174;480
175;482
176;494
177;507
178;498
179;488
180;494
181;501
182;519
183;537
184;528
185;520
186;536
187;553
188;556
189;560
190;582
191;604
192;607
193;611
194;652
195;694
196;714
197;734
198;780
199;827
200;916
201;1005
202;1089
203;1172
204;1311
205;1450
206;1576
207;1701
208;1869
209;2037
210;2151
211;2265
212;2268
213;2271
214;2275
215;2278
216;2293
217;2307
218;2284
219;2260
220;2272
221;2284
222;2323
223;2361
224;2383
225;2405
226;2375
227;2346
228;2285
229;2224
230;2094
231;1964
232;1835
233;1705
234;1566
235;1426
236;1322
237;1219
238;1159
239;1100
240;1032
241;964
242;914
243;865
244;846
245;827
246;800
247;773
248;744
249;715
250;710
251;706
252;696
253;687
254;663
255;639
256;636
257;634
258;625
259;617
260;611
261;604
262;591
263;578
264;575
265;572
266;574
267;576
268;572
269;568
270;568
271;567
272;574
273;581
274;587
275;593
276;578
277;562
278;557
279;551
280;561
281;571
282;562
283;553
284;552
285;552
286;575
287;598
288;593
289;589
290;589
291;589
292;595
293;601
294;588
295;576
296;589
297;602
298;602
299;603
300;607
301;612
302;625
303;639
304;654
305;669
306;687
307;705
308;696
309;687
310;690
311;693
312;703
313;714
314;719
315;725
316;730
317;735
318;745
319;755
320;752
321;749
322;784
323;818
324;827
325;837
326;850
327;864
328;867
329;871
330;889
331;908
332;939
333;971
334;983
335;994
336;1010
337;1025
338;1065
339;1105
340;1144
341;1183
342;1204
343;1225
344;1270
345;1315
346;1376
347;1437
348;1490
349;1544
350;1615
