# Strom: 0.02 A
# Magnetfeld: 4 mT
# Schnitt bei (696,491)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;507
2;559
3;611
4;671
5;731
6;845
7;959
8;1190
9;1421
10;1673
11;1925
12;2033
13;2142
14;2051
15;1960
16;1800
17;1640
18;1509
19;1379
20;1211
21;1044
22;937
23;831
24;773
25;715
26;670
27;626
28;585
29;544
30;515
31;486
32;485
33;484
34;444
35;405
36;408
37;411
38;392
39;373
40;366
41;360
42;372
43;384
44;373
45;362
46;363
47;364
48;384
49;404
50;398
51;393
52;378
53;364
54;373
55;382
56;399
57;416
58;412
59;409
60;436
61;464
62;475
63;486
64;530
65;575
66;648
67;722
68;814
69;906
70;1082
71;1259
72;1448
73;1638
74;1804
75;1971
76;1980
77;1989
78;1910
79;1831
80;1684
81;1538
82;1442
83;1347
84;1254
85;1161
86;1041
87;921
88;867
89;813
90;762
91;711
92;654
93;597
94;560
95;524
96;517
97;511
98;476
99;442
100;424
101;407
102;416
103;425
104;423
105;422
106;410
107;398
108;396
109;395
110;384
111;373
112;403
113;433
114;400
115;367
116;382
117;398
118;397
119;396
120;385
121;374
122;396
123;418
124;425
125;433
126;439
127;445
128;450
129;456
130;482
131;509
132;537
133;566
134;583
135;600
136;631
137;662
138;724
139;786
140;872
141;959
142;1087
143;1215
144;1389
145;1563
146;1787
147;2011
148;2178
149;2346
150;2389
151;2433
152;2336
153;2240
154;2108
155;1976
156;1870
157;1765
158;1655
159;1545
160;1434
161;1323
162;1230
163;1137
164;1047
165;957
166;871
167;786
168;757
169;728
170;688
171;649
172;611
173;573
174;551
175;529
176;514
177;500
178;476
179;453
180;456
181;460
182;445
183;431
184;437
185;444
186;436
187;429
188;416
189;404
190;411
191;418
192;422
193;427
194;400
195;374
196;397
197;420
198;401
199;382
200;413
201;444
202;432
203;420
204;423
205;427
206;431
207;435
208;419
209;404
210;400
211;396
212;431
213;466
214;448
215;431
216;434
217;438
218;450
219;462
220;472
221;482
222;488
223;495
224;536
225;577
226;599
227;622
228;651
229;680
230;697
231;715
232;787
233;859
234;931
235;1004
236;1106
237;1208
238;1371
239;1534
240;1716
241;1898
242;1972
243;2046
244;2135
245;2224
246;2231
247;2238
248;2156
249;2075
250;2000
251;1925
252;1855
253;1785
254;1726
255;1667
256;1581
257;1496
258;1423
259;1350
260;1264
261;1179
262;1135
263;1092
264;1039
265;986
266;963
267;941
268;874
269;808
270;770
271;733
272;706
273;680
274;660
275;640
276;604
277;569
278;574
279;580
280;556
281;533
282;522
283;511
284;512
285;513
286;502
287;491
