# Strom: -0.10 A
# Magnetfeld: 0 mT
# Schnitt bei (739,474)
# Mittelung: 1 Pixel
# Magnetfeldsensor unkalibriertPixel ; Red Value
1;325
2;382
3;440
4;493
5;547
6;574
7;602
8;597
9;593
10;628
11;664
12;699
13;735
14;776
15;817
16;848
17;879
18;848
19;817
20;786
21;755
22;742
23;729
24;717
25;706
26;683
27;660
28;584
29;509
30;466
31;424
32;409
33;395
34;369
35;344
36;326
37;309
38;311
39;313
40;340
41;367
42;377
43;387
44;435
45;484
46;546
47;609
48;641
49;673
50;676
51;680
52;701
53;722
54;796
55;870
56;877
57;884
58;878
59;873
60;849
61;826
62;800
63;775
64;765
65;755
66;730
67;706
68;679
69;653
70;594
71;535
72;479
73;424
74;409
75;395
76;373
77;351
78;340
79;329
80;324
81;320
82;342
83;365
84;380
85;395
86;450
87;506
88;539
89;573
90;594
91;615
92;643
93;671
94;698
95;726
96;758
97;791
98;825
99;859
100;900
101;941
102;907
103;873
104;832
105;791
106;800
107;810
108;811
109;813
110;780
111;748
112;727
113;706
114;652
115;598
116;542
117;487
118;454
119;422
120;403
121;384
122;353
123;322
124;325
125;329
126;338
127;347
128;365
129;384
130;396
131;409
132;447
133;486
134;536
135;587
136;625
137;664
138;690
139;717
140;705
141;693
142;739
143;786
144;826
145;866
146;897
147;928
148;915
149;902
150;896
151;890
152;862
153;835
154;821
155;808
156;797
157;786
158;774
159;762
160;722
161;682
162;631
163;580
164;552
165;524
166;472
167;420
168;394
169;369
170;361
171;353
172;352
173;351
174;348
175;345
176;348
177;351
178;372
179;393
180;425
181;458
182;505
183;553
184;575
185;597
186;625
187;653
188;680
189;708
190;708
191;708
192;726
193;744
194;803
195;862
196;886
197;910
198;929
199;948
200;941
201;935
202;918
203;901
204;858
205;815
206;798
207;782
208;805
209;828
210;800
211;773
212;754
213;735
214;675
215;615
216;570
217;526
218;495
219;464
220;430
221;396
222;377
223;358
224;363
225;369
226;357
227;345
228;366
229;387
230;379
231;371
232;393
233;416
234;430
235;445
236;488
237;531
238;573
239;615
240;626
241;637
242;673
243;709
244;724
245;739
246;730
247;722
248;776
249;830
250;855
251;881
252;901
253;922
254;977
255;1033
256;1018
257;1004
258;972
259;941
260;899
261;857
262;842
263;828
264;835
265;842
266;843
267;844
268;803
269;762
