# Strom: 0.09 A
# Magnetfeld: 0 mT
# Schnitt bei (739,474)
# Mittelung: 1 Pixel
# Magnetfeldsensor unkalibriertPixel ; Red Value
436;504
437;492
438;499
439;506
440;498
441;490
442;491
443;492
444;481
445;470
446;476
447;483
448;481
449;479
450;478
451;478
452;477
453;476
454;481
455;485
456;487
457;489
458;470
459;451
460;462
461;474
462;473
463;472
464;467
465;462
466;461
467;460
468;455
469;451
470;462
471;473
472;473
473;473
474;467
475;462
476;464
477;467
478;467
479;466
480;468
481;470
482;471
483;472
484;482
485;492
486;482
487;472
488;483
489;494
490;486
491;477
492;477
493;478
494;491
495;505
496;505
497;505
498;487
499;469
500;484
501;500
502;491
503;482
504;491
505;501
506;512
507;524
508;518
509;512
510;508
511;504
512;518
513;532
514;519
515;507
516;531
517;555
518;545
519;535
520;535
521;535
522;538
523;541
524;548
525;555
526;547
527;539
528;555
529;572
530;578
531;585
532;581
533;577
534;572
535;568
536;574
537;580
538;603
539;626
540;613
541;599
542;607
543;616
544;615
545;614
546;637
547;661
548;672
549;684
550;694
551;704
552;691
553;678
554;696
555;714
556;732
557;749
558;760
559;770
560;782
561;794
562;824
563;855
564;862
565;869
566;885
567;900
568;924
569;949
570;965
571;981
572;1006
573;1031
574;1048
575;1065
576;1121
577;1177
578;1179
579;1182
580;1213
581;1245
582;1255
583;1265
584;1248
585;1231
586;1216
587;1202
588;1194
589;1185
590;1164
591;1143
592;1096
593;1049
594;1013
595;978
596;936
597;894
598;871
599;848
600;829
601;811
602;768
603;725
604;696
605;668
606;650
607;632
608;600
609;568
610;566
611;564
612;551
613;537
614;525
615;514
616;500
617;486
618;478
619;470
620;467
621;463
622;463
623;463
624;453
625;442
626;435
627;427
628;415
629;403
630;413
631;423
632;416
633;410
634;411
635;413
636;408
637;403
638;408
639;413
640;409
641;405
642;389
643;374
644;382
645;390
646;397
647;405
648;386
649;366
650;371
651;377
652;378
653;379
654;376
655;373
656;367
657;361
658;363
659;365
660;369
661;373
662;374
663;376
664;378
665;380
666;372
667;365
668;372
669;378
670;382
671;385
672;380
673;375
674;385
675;395
676;393
677;391
678;391
679;391
680;391
681;391
682;390
683;390
684;380
685;370
686;386
687;402
688;398
689;394
690;388
691;382
692;395
693;409
694;406
695;404
696;409
697;415
698;409
699;403
700;422
701;442
702;445
703;448
704;439
705;431
706;451
707;471
708;479
709;487
710;493
711;499
712;513
713;528
714;552
715;576
716;580
717;585
718;595
719;606
720;646
721;687
722;693
723;700
724;725
725;751
726;792
727;834
728;865
729;897
730;960
731;1023
732;1076
733;1129
734;1216
735;1304
736;1319
737;1334
738;1282
739;1230
740;1142
741;1055
742;984
743;913
744;827
745;741
746;693
747;645
748;593
749;542
750;507
751;473
752;462
753;451
754;436
755;422
756;406
757;390
758;389
759;388
760;374
761;360
762;356
763;352
764;355
765;358
766;350
767;342
768;333
769;323
770;315
771;307
772;309
773;311
774;322
775;333
776;321
777;310
778;319
779;328
780;314
781;300
782;310
783;320
784;308
785;296
786;316
787;336
788;332
789;328
790;326
791;324
792;320
793;317
794;309
795;302
796;318
797;333
798;340
799;348
800;358
801;368
802;368
803;369
804;368
805;367
806;380
807;394
808;412
809;431
810;451
811;471
812;493
813;515
814;523
815;530
816;552
817;575
818;594
819;614
820;667
821;720
822;784
823;848
824;911
825;975
826;1058
827;1142
828;1195
829;1249
830;1194
831;1138
832;1036
833;935
834;829
835;724
836;648
837;573
838;517
839;461
840;440
841;420
842;386
843;352
844;348
845;345
846;338
847;331
848;322
849;312
850;307
851;302
852;308
853;313
854;301
855;289
856;288
857;288
858;295
859;303
860;303
861;303
862;298
863;292
864;283
865;275
866;278
867;282
868;283
869;284
870;289
871;293
872;288
873;283
874;290
875;298
876;302
877;306
878;306
879;307
880;326
881;345
882;353
883;361
884;375
885;389
886;415
887;441
888;467
889;493
890;506
891;520
892;552
893;584
894;638
895;693
896;762
897;832
898;901
899;969
900;1086
901;1203
902;1167
903;1132
904;1039
905;947
906;838
907;729
908;628
909;527
910;488
911;450
912;412
913;375
914;366
915;358
916;337
917;317
918;317
