# Strom: -0.16 A
# Magnetfeld: 14 mT
# Schnitt bei (696,491)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;435
2;493
3;551
4;628
5;706
6;748
7;790
8;830
9;870
10;921
11;972
12;1000
13;1028
14;1056
15;1084
16;1085
17;1086
18;1077
19;1068
20;1011
21;955
22;885
23;815
24;751
25;688
26;647
27;607
28;557
29;507
30;481
31;456
32;422
33;389
34;384
35;380
36;372
37;365
38;369
39;374
40;369
41;365
42;361
43;358
44;347
45;336
46;338
47;340
48;362
49;385
50;367
51;349
52;355
53;362
54;357
55;353
56;394
57;436
58;443
59;451
60;472
61;493
62;539
63;586
64;649
65;713
66;769
67;826
68;874
69;922
70;991
71;1061
72;1123
73;1185
74;1213
75;1241
76;1271
77;1301
78;1288
79;1276
80;1266
81;1256
82;1227
83;1199
84;1130
85;1061
86;1001
87;941
88;870
89;799
90;750
91;702
92;680
93;658
94;583
95;509
96;489
97;469
98;440
99;411
100;399
101;387
102;393
103;400
104;375
105;351
106;337
107;324
108;310
109;296
110;315
111;334
112;310
113;287
114;303
115;320
116;306
117;293
118;303
119;313
120;315
121;318
122;321
123;325
124;315
125;305
126;325
127;345
128;361
129;378
130;377
131;376
132;402
133;429
134;476
135;524
136;553
137;582
138;622
139;662
140;701
141;740
142;757
143;775
144;846
145;917
146;967
147;1017
148;1028
149;1039
150;1064
151;1090
152;1091
153;1092
154;1062
155;1033
156;1030
157;1028
158;1025
159;1023
160;962
161;902
162;882
163;862
164;817
165;773
166;729
167;686
168;645
169;604
170;573
171;542
172;506
173;471
174;452
175;433
176;427
177;422
178;399
179;376
180;366
181;356
182;355
183;354
184;335
185;316
186;321
187;327
188;320
189;313
190;313
191;313
192;315
193;318
194;298
195;278
196;299
197;320
198;328
199;336
200;313
201;291
202;294
203;298
204;313
205;329
206;331
207;333
208;331
209;329
210;335
211;342
212;348
213;354
214;357
215;360
216;384
217;409
218;403
219;398
220;402
221;407
222;459
223;511
224;528
225;546
226;583
227;620
228;660
229;700
230;752
231;804
232;837
233;871
234;905
235;939
236;970
237;1001
238;1025
239;1050
240;1072
241;1095
242;1175
243;1256
244;1263
245;1270
246;1235
247;1201
248;1223
249;1245
250;1243
251;1241
252;1225
253;1210
254;1191
255;1172
256;1118
257;1064
258;1077
259;1090
260;1062
261;1035
262;955
263;875
264;863
265;851
266;811
267;771
268;750
269;729
270;695
271;662
272;637
273;613
274;586
275;560
276;536
277;513
278;499
279;486
280;454
281;422
282;407
283;393
284;414
285;436
286;410
287;384
288;375
289;367
290;355
291;344
292;356
293;369
294;361
295;354
296;360
297;367
298;354
299;342
300;333
301;325
302;321
303;318
304;319
305;320
306;318
307;316
308;323
309;331
310;330
311;329
312;310
313;291
314;295
315;300
316;300
317;300
318;311
319;322
320;327
321;333
322;324
323;316
324;325
325;334
326;319
327;305
328;305
329;305
330;310
331;316
332;326
333;336
334;347
335;358
336;333
337;309
338;335
339;362
340;359
341;356
342;365
343;374
344;372
345;371
346;378
347;385
348;379
349;374
350;385
351;396
352;414
353;433
354;427
355;422
356;445
357;469
358;469
359;469
360;482
361;495
362;513
363;531
364;552
365;573
366;593
367;613
368;593
369;573
370;628
371;684
372;699
373;715
374;756
375;797
376;804
377;811
378;834
379;857
380;895
381;933
382;954
383;975
384;988
385;1001
386;1017
387;1033
388;1041
389;1050
390;1099
391;1148
392;1140
393;1132
394;1153
395;1174
396;1184
397;1194
398;1234
399;1274
400;1280
401;1286
402;1309
403;1332
404;1334
405;1337
406;1380
407;1423
408;1447
409;1472
410;1465
411;1458
412;1454
413;1450
414;1459
415;1468
416;1461
417;1454
418;1464
419;1474
420;1449
421;1425
422;1427
423;1430
424;1454
425;1479
426;1476
427;1474
428;1449
429;1425
430;1426
431;1428
432;1409
433;1390
434;1382
435;1374
436;1374
437;1374
438;1365
439;1357
440;1357
441;1357
442;1309
443;1261
444;1287
445;1314
446;1312
447;1310
448;1291
449;1272
450;1291
451;1310
452;1302
453;1294
454;1282
455;1270
456;1292
457;1314
458;1280
459;1246
460;1251
461;1257
462;1244
463;1232
464;1219
465;1206
466;1235
467;1265
468;1231
469;1197
470;1215
471;1234
472;1198
473;1163
474;1170
475;1177
476;1149
477;1121
478;1147
479;1174
480;1170
481;1166
482;1157
483;1148
484;1156
485;1165
486;1135
487;1106
488;1119
489;1132
490;1137
491;1143
492;1154
493;1165
494;1167
495;1170
496;1169
497;1168
498;1155
499;1143
500;1149
501;1155
502;1172
503;1190
504;1171
505;1152
506;1162
507;1172
508;1182
509;1192
510;1205
511;1219
512;1222
513;1225
514;1223
515;1221
516;1222
517;1223
518;1210
519;1197
520;1201
521;1205
522;1218
523;1232
524;1244
525;1257
526;1239
527;1221
528;1234
529;1248
530;1263
531;1279
532;1255
533;1232
534;1244
535;1257
536;1269
537;1281
538;1295
539;1310
540;1285
541;1261
542;1306
543;1352
544;1333
545;1314
546;1329
547;1345
548;1359
549;1374
550;1393
551;1412
552;1415
553;1419
554;1419
555;1419
556;1423
557;1428
558;1444
559;1461
560;1489
561;1518
562;1498
563;1478
564;1497
565;1516
566;1540
567;1565
568;1501
569;1438
570;1467
571;1496
572;1490
573;1485
574;1487
575;1489
576;1475
577;1461
578;1452
579;1443
580;1421
581;1399
582;1336
583;1274
584;1299
585;1325
586;1290
587;1256
588;1242
589;1228
590;1201
591;1174
592;1166
593;1159
594;1153
595;1148
596;1087
597;1026
598;1042
599;1059
600;1052
601;1046
602;1017
603;988
604;972
605;957
606;946
607;935
608;913
609;891
610;886
611;882
612;855
613;828
614;796
615;764
616;732
617;700
618;692
619;684
620;661
621;638
622;632
623;626
624;580
625;535
626;515
627;496
628;494
629;493
630;480
631;467
632;454
633;442
634;446
635;451
636;430
637;409
638;412
639;416
640;412
641;409
642;406
643;404
644;393
645;382
646;378
647;374
648;367
649;360
650;369
651;378
652;375
653;373
654;372
655;371
656;363
657;356
658;368
659;380
660;373
661;367
662;357
663;347
664;346
665;345
666;350
667;356
668;343
669;331
670;334
671;338
672;346
673;354
674;349
675;344
676;356
677;369
678;357
679;345
680;351
681;358
682;359
683;360
684;364
685;369
686;371
687;373
688;372
689;371
690;380
691;389
692;384
693;380
694;397
695;415
696;394
697;373
698;389
699;405
700;420
701;435
702;426
703;418
704;438
705;458
706;447
707;436
708;472
709;509
710;513
711;518
712;548
713;578
714;569
715;560
716;604
717;649
718;658
719;668
720;698
721;728
722;778
723;828
724;875
725;922
726;976
727;1030
728;1106
729;1183
730;1241
731;1299
732;1338
733;1377
734;1420
735;1463
736;1524
737;1585
738;1595
739;1605
740;1620
741;1636
742;1658
743;1680
744;1720
745;1760
746;1743
747;1727
748;1729
749;1731
750;1670
751;1610
752;1540
753;1470
754;1418
755;1367
756;1343
757;1319
758;1258
759;1197
760;1130
761;1063
762;1003
763;944
764;883
765;822
766;765
767;708
768;686
769;664
770;626
771;589
772;572
773;555
774;527
775;500
776;479
777;458
778;431
779;405
780;420
781;435
782;417
783;400
784;400
785;400
786;396
787;393
788;382
789;371
790;364
791;358
792;360
793;362
794;367
795;373
796;373
797;374
798;364
799;354
800;363
801;373
802;372
803;371
804;356
805;342
806;351
807;360
808;367
809;374
810;367
811;360
812;368
813;376
814;389
815;402
816;390
817;378
818;402
819;427
820;451
821;476
822;515
823;555
824;583
825;611
826;661
827;711
828;764
829;817
830;839
831;861
832;946
833;1032
834;1064
835;1097
836;1143
837;1190
838;1224
839;1259
840;1264
841;1270
842;1304
843;1339
844;1311
845;1283
846;1250
847;1217
848;1201
849;1185
850;1113
851;1041
852;1017
853;993
854;927
855;862
856;812
857;762
858;705
859;648
860;599
861;551
862;503
863;455
864;455
865;456
866;433
867;411
868;413
869;416
870;395
871;374
872;379
873;384
