# Strom: -0.08 A
# Magnetfeld: 0 mT
# Schnitt bei (739,474)
# Mittelung: 1 Pixel
# Magnetfeldsensor unkalibriertPixel ; Red Value
820;667
821;664
822;659
823;655
824;684
825;713
826;704
827;695
828;668
829;642
830;687
831;733
832;746
833;759
834;718
835;677
836;682
837;688
838;698
839;708
840;739
841;771
842;758
843;746
844;726
845;706
846;727
847;749
848;774
849;799
850;794
851;790
852;804
853;819
854;813
855;808
856;838
857;868
858;884
859;901
860;895
861;890
862;935
863;981
864;971
865;962
866;973
867;984
868;991
869;999
870;1011
871;1024
872;1014
873;1004
874;1014
875;1024
876;995
877;966
878;972
879;979
880;976
881;973
882;936
883;899
884;867
885;835
886;794
887;753
888;724
889;695
890;680
891;666
892;644
893;622
894;598
895;575
896;535
897;496
898;505
899;515
900;490
901;466
902;440
903;415
904;411
905;407
906;421
907;436
908;422
909;409
910;400
911;391
912;391
913;391
914;397
915;404
916;386
917;369
918;371
919;374
920;368
921;362
922;376
923;391
924;381
925;371
926;364
927;358
928;368
929;378
930;391
931;404
932;401
933;398
934;396
935;395
936;399
937;404
938;419
939;435
940;455
941;475
942;485
943;496
944;534
945;573
946;570
947;567
948;599
949;631
950;675
951;719
952;783
953;848
954;848
955;848
956;908
957;968
958;1003
959;1039
960;1074
961;1110
962;1150
963;1190
964;1170
965;1150
966;1128
967;1106
968;1064
969;1023
970;937
971;851
972;805
973;760
974;752
975;744
976;698
977;653
978;656
979;660
980;637
981;615
982;605
983;595
984;607
985;620
986;630
987;640
988;627
989;615
990;605
991;595
992;610
993;626
994;637
995;649
996;665
997;682
998;668
999;655
1000;681
1001;708
1002;711
1003;715
1004;764
1005;813
1006;816
1007;819
1008;840
1009;861
1010;900
1011;939
1012;932
1013;926
1014;937
1015;948
1016;961
1017;975
1018;926
1019;877
1020;835
1021;793
1022;738
1023;684
1024;635
1025;586
1026;556
1027;527
1028;490
1029;453
1030;431
1031;409
1032;395
1033;382
1034;372
1035;362
1036;354
1037;347
1038;353
1039;360
1040;363
1041;367
1042;375
1043;384
1044;379
1045;374
1046;389
1047;404
1048;404
1049;405
1050;420
1051;435
1052;438
1053;442
1054;471
1055;500
1056;551
1057;602
1058;645
1059;689
1060;729
1061;769
1062;835
1063;902
1064;969
1065;1037
1066;1078
1067;1119
1068;1104
1069;1090
1070;1071
1071;1053
1072;962
1073;871
1074;785
1075;700
1076;673
1077;646
1078;656
1079;666
1080;621
1081;577
1082;579
1083;582
1084;574
1085;567
1086;591
1087;615
1088;625
1089;635
1090;624
1091;613
1092;645
1093;678
1094;695
1095;713
1096;738
1097;764
1098;806
1099;848
1100;860
1101;873
1102;907
1103;941
1104;942
1105;944
1106;940
1107;937
1108;871
1109;806
1110;720
1111;635
1112;587
1113;540
1114;501
1115;462
1116;440
1117;418
1118;404
1119;391
1120;377
1121;364
1122;349
1123;334
1124;339
1125;345
1126;344
1127;344
1128;364
1129;384
1130;400
1131;416
1132;414
1133;413
1134;446
1135;480
1136;511
1137;542
1138;603
1139;664
1140;742
1141;820
1142;924
1143;1028
1144;1070
1145;1112
1146;1104
1147;1097
1148;1026
1149;955
1150;884
1151;813
1152;759
1153;706
1154;663
1155;620
1156;624
1157;629
1158;602
1159;575
1160;584
1161;593
1162;595
1163;597
1164;609
1165;622
1166;645
1167;669
1168;691
1169;713
1170;728
1171;744
1172;796
1173;848
1174;891
1175;935
1176;942
1177;950
1178;895
1179;840
1180;789
1181;739
1182;632
1183;526
1184;496
1185;467
1186;431
1187;395
1188;374
1189;353
1190;353
1191;354
1192;346
1193;338
1194;348
1195;358
1196;359
1197;360
1198;380
1199;400
1200;426
1201;453
1202;487
1203;522
1204;570
1205;618
1206;683
1207;749
1208;866
1209;984
1210;1038
1211;1092
1212;1077
1213;1063
1214;983
1215;904
1216;825
1217;746
1218;703
1219;660
1220;621
1221;582
1222;578
1223;575
1224;580
1225;586
1226;596
1227;607
1228;615
1229;624
1230;639
1231;655
1232;717
1233;780
1234;824
1235;868
1236;872
1237;877
1238;889
1239;901
1240;845
1241;790
1242;705
1243;620
1244;549
1245;478
1246;445
1247;413
1248;386
1249;360
1250;360
1251;360
1252;362
1253;365
1254;357
1255;349
1256;355
1257;362
1258;372
1259;382
1260;427
1261;473
1262;533
1263;593
1264;654
1265;715
1266;868
1267;1021
1268;1042
1269;1063
1270;1046
1271;1030
1272;936
1273;842
1274;741
1275;640
1276;639
1277;638
1278;609
1279;580
1280;583
1281;586
1282;597
1283;609
1284;625
1285;642
1286;668
1287;695
1288;733
1289;771
1290;813
1291;855
1292;882
1293;910
1294;875
1295;840
1296;742
1297;644
1298;577
1299;511
1300;463
1301;416
1302;390
1303;364
1304;353
1305;342
1306;335
1307;329
1308;344
1309;360
1310;366
1311;373
1312;407
1313;442
1314;497
1315;553
1316;647
1317;742
1318;805
1319;868
1320;953
1321;1039
1322;994
1323;950
1324;859
1325;769
1326;715
1327;662
1328;621
1329;580
1330;555
1331;531
1332;571
1333;611
1334;621
1335;631
1336;676
1337;722
1338;754
1339;786
1340;823
1341;861
1342;885
1343;910
1344;853
1345;797
1346;693
1347;589
1348;514
1349;440
1350;400
1351;360
1352;349
1353;338
1354;338
1355;338
1356;339
1357;340
1358;365
1359;391
1360;433
1361;475
1362;501
1363;527
1364;613
1365;699
1366;806
1367;913
1368;913
