# Strom: 0.02 A
# Magnetfeld: 4 mT
# Schnitt bei (696,491)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;386
2;409
3;432
4;456
5;481
6;527
7;573
8;737
9;900
10;1128
11;1356
12;1615
13;1875
14;1963
15;2051
16;1932
17;1813
18;1626
19;1439
20;1258
21;1076
22;914
23;753
24;662
25;572
26;535
27;499
28;474
29;449
30;435
31;421
32;408
33;396
34;382
35;369
36;369
37;369
38;362
39;355
40;368
41;380
42;389
43;398
44;402
45;406
46;435
47;463
48;499
49;536
50;623
51;710
52;881
53;1052
54;1332
55;1611
56;1806
57;2001
58;2056
59;2111
60;1964
61;1816
62;1654
63;1491
64;1284
65;1077
66;952
67;828
68;718
69;609
70;570
71;531
72;493
73;455
74;434
75;413
76;408
77;403
78;394
79;384
80;381
81;377
82;378
83;379
84;376
85;374
86;381
87;388
88;398
89;408
90;423
91;439
92;458
93;478
94;517
95;556
96;629
97;702
98;827
99;952
100;1208
101;1464
102;1694
103;1924
104;2042
105;2160
106;2131
107;2102
108;1932
109;1762
110;1574
111;1385
112;1207
113;1029
114;907
115;785
116;709
117;634
118;592
119;551
120;514
121;478
122;451
123;425
124;410
125;396
126;403
127;410
128;402
129;394
130;393
131;392
132;397
133;403
134;398
135;392
136;406
137;420
138;429
139;439
140;447
141;456
142;473
143;491
144;525
145;559
146;629
147;700
148;814
149;929
150;1149
151;1370
152;1610
153;1851
154;2009
155;2168
156;2203
157;2238
158;2139
159;2041
160;1838
161;1636
162;1469
163;1301
164;1149
165;997
166;890
167;784
168;714
169;644
170;603
171;563
172;544
173;525
174;508
175;491
176;463
177;436
178;439
179;443
180;429
181;416
182;416
183;416
184;403
185;391
186;405
187;419
188;419
189;420
190;433
191;447
192;445
193;444
194;442
195;441
196;475
197;509
198;530
199;552
200;592
201;632
202;709
203;786
204;895
205;1005
206;1240
207;1476
208;1685
209;1893
210;2052
211;2212
212;2257
213;2302
214;2232
215;2161
216;2013
217;1864
218;1679
219;1494
220;1341
221;1188
222;1065
223;943
224;848
225;753
226;703
227;653
228;630
229;607
230;566
231;525
232;517
233;509
234;497
235;486
236;481
237;476
238;460
239;444
240;441
241;439
242;445
243;451
244;453
245;455
246;461
247;467
248;453
249;438
250;449
251;460
252;456
253;452
254;477
255;502
256;498
257;493
258;523
259;554
260;572
261;591
262;631
263;671
264;725
265;779
266;895
267;1011
268;1153
269;1294
270;1530
271;1765
272;1939
273;2114
274;2244
275;2375
276;2394
277;2414
278;2338
279;2263
280;2133
281;2003
282;1816
283;1629
284;1474
285;1320
286;1202
287;1085
288;978
289;872
290;831
291;791
292;742
293;694
294;652
295;610
296;592
297;574
298;556
299;538
300;528
301;518
302;507
303;496
304;503
305;511
306;498
307;486
308;484
309;482
310;479
311;476
312;474
313;472
314;485
315;499
316;493
317;487
318;488
319;489
320;484
321;480
322;485
323;490
324;511
325;531
326;520
327;510
328;531
329;553
330;567
331;582
332;606
333;631
334;660
335;688
336;729
337;770
338;831
339;891
340;992
341;1093
342;1264
343;1435
344;1613
345;1791
346;1958
347;2124
348;2258
349;2392
350;2421
351;2451
352;2432
353;2414
354;2342
355;2271
356;2158
357;2046
358;1909
359;1772
360;1649
361;1526
362;1384
363;1242
364;1155
365;1068
366;999
367;931
368;887
369;844
370;798
371;753
372;724
373;695
374;685
375;675
376;642
377;610
378;595
379;581
380;585
381;589
382;575
383;561
384;545
385;529
386;533
387;538
388;533
389;528
390;520
391;512
392;509
393;506
394;500
395;494
396;504
397;514
398;508
399;502
400;509
401;517
402;517
403;517
404;519
405;521
406;525
407;530
408;529
409;529
410;537
411;546
412;551
413;556
414;561
415;565
416;584
417;604
418;596
419;589
420;616
421;643
422;644
423;646
424;667
425;688
426;727
427;767
428;788
429;809
430;872
431;935
432;999
433;1063
434;1145
435;1226
436;1371
437;1516
438;1648
439;1780
440;1938
441;2095
442;2207
443;2319
444;2470
445;2621
446;2654
447;2686
448;2673
449;2660
450;2615
451;2571
452;2474
453;2378
454;2296
455;2215
456;2112
457;2010
458;1890
459;1771
460;1662
461;1554
462;1474
463;1395
464;1312
465;1229
466;1159
467;1089
468;1044
469;999
470;972
471;945
472;892
473;840
474;816
475;791
476;779
477;767
478;737
479;707
480;697
481;687
482;682
483;678
484;648
485;619
486;627
487;636
488;621
489;605
490;596
491;588
492;575
493;563
494;557
495;551
496;554
497;557
498;544
499;530
500;533
501;536
502;542
503;549
504;543
505;536
506;529
507;522
508;531
509;541
510;533
511;525
512;516
513;507
514;503
515;500
516;501
517;502
518;523
519;545
520;527
521;510
522;515
523;521
524;519
525;518
526;516
527;514
528;519
529;523
530;523
531;523
532;529
533;535
534;537
535;539
536;530
537;521
538;534
539;547
540;538
541;530
542;540
543;550
544;550
545;549
546;543
547;536
548;559
549;583
550;569
551;555
552;564
553;573
554;589
555;606
556;602
557;598
558;607
559;615
560;621
561;627
562;643
563;658
564;656
565;655
566;663
567;671
568;684
569;698
570;717
571;737
572;753
573;770
574;774
575;777
576;792
577;808
578;834
579;861
580;866
581;871
582;916
583;960
584;978
585;997
586;1023
587;1049
588;1104
589;1158
590;1196
591;1234
592;1290
593;1345
594;1369
595;1393
596;1468
597;1543
598;1602
599;1661
600;1748
601;1834
602;1907
603;1980
604;2030
605;2081
606;2139
607;2198
608;2257
609;2316
610;2380
611;2445
612;2511
613;2577
614;2621
615;2666
616;2707
617;2748
618;2757
619;2766
620;2802
621;2838
622;2827
623;2816
624;2841
625;2866
626;2881
627;2896
628;2891
629;2886
630;2882
631;2878
632;2854
633;2830
634;2848
635;2867
636;2810
637;2753
638;2740
639;2728
640;2715
641;2702
642;2655
643;2607
644;2576
645;2544
646;2549
647;2555
648;2507
649;2460
650;2443
651;2427
652;2433
653;2439
654;2398
655;2357
656;2327
657;2297
658;2266
659;2235
660;2236
661;2237
662;2208
663;2179
664;2178
665;2178
666;2161
667;2144
668;2121
669;2098
670;2106
671;2115
672;2077
673;2039
674;2021
675;2003
676;1982
677;1961
678;1954
679;1948
680;1939
681;1930
682;1910
683;1890
684;1893
685;1896
686;1903
687;1911
688;1888
689;1866
690;1855
691;1845
692;1868
693;1891
694;1901
695;1911
696;1894
697;1877
698;1867
699;1857
700;1836
701;1815
702;1851
703;1887
704;1867
705;1847
706;1868
707;1889
708;1879
709;1869
710;1908
711;1948
712;1909
713;1870
714;1923
715;1975
716;1944
717;1913
718;1927
719;1942
720;1964
721;1987
722;1983
723;1980
724;2015
725;2050
726;2043
727;2037
728;2088
729;2139
730;2126
731;2113
732;2148
733;2184
734;2201
735;2218
736;2227
737;2236
738;2265
739;2294
740;2301
741;2309
742;2316
743;2324
744;2374
745;2424
746;2458
747;2493
748;2538
749;2583
750;2601
751;2619
752;2632
753;2644
754;2668
755;2691
756;2710
757;2730
758;2782
759;2834
760;2845
761;2856
762;2902
763;2947
764;2912
765;2877
766;2907
767;2937
768;2929
769;2921
770;2920
771;2920
772;2916
773;2912
774;2896
775;2880
776;2841
777;2803
778;2762
779;2721
780;2671
781;2621
782;2549
783;2478
784;2433
785;2388
786;2310
787;2232
788;2159
789;2085
790;2002
791;1920
792;1861
793;1802
794;1747
795;1691
796;1597
797;1503
798;1461
799;1419
800;1367
801;1315
802;1244
803;1173
804;1130
805;1088
