# Strom: -0.09 A
# Magnetfeld: 0 mT
# Schnitt bei (739,474)
# Mittelung: 1 Pixel
# Magnetfeldsensor unkalibriertPixel ; Red Value
201;3003
202;2857
203;2712
204;2644
205;2577
206;2517
207;2457
208;2486
209;2515
210;2474
211;2433
212;2325
213;2217
214;2059
215;1902
216;1781
217;1660
218;1515
219;1370
220;1262
221;1155
222;1128
223;1101
224;1057
225;1013
226;988
227;964
228;958
229;952
230;951
231;950
232;1041
233;1132
234;1197
235;1263
236;1387
237;1512
238;1635
239;1758
240;1845
241;1933
242;2037
243;2142
244;2153
245;2164
246;2222
247;2280
248;2379
249;2479
250;2551
251;2624
252;2845
253;3067
254;3087
255;3107
256;3127
257;3147
258;3010
259;2874
260;2761
261;2648
262;2620
263;2592
264;2563
265;2535
266;2599
267;2664
268;2635
269;2606
270;2478
271;2350
272;2198
273;2047
274;1897
275;1747
276;1642
277;1538
278;1427
279;1317
280;1265
281;1214
282;1123
283;1033
284;1026
285;1019
286;1021
287;1023
288;1031
289;1039
290;1034
291;1030
292;1100
293;1170
294;1222
295;1274
296;1383
297;1492
298;1577
299;1663
300;1821
301;1980
302;2033
303;2086
304;2146
305;2206
306;2244
307;2282
308;2276
309;2271
310;2317
311;2364
312;2489
313;2615
314;2746
315;2877
316;2994
317;3112
318;3222
319;3332
320;3255
321;3178
322;3091
323;3005
324;2879
325;2754
326;2689
327;2624
328;2634
329;2644
330;2652
331;2661
332;2681
333;2701
334;2652
335;2604
336;2527
337;2451
338;2347
339;2244
340;2091
341;1938
342;1809
343;1680
344;1589
345;1498
346;1454
347;1410
348;1315
349;1221
350;1176
351;1132
352;1115
353;1099
354;1096
355;1094
356;1083
357;1073
358;1100
359;1128
360;1127
361;1126
362;1150
363;1175
364;1247
365;1319
366;1426
367;1534
368;1600
369;1667
370;1779
371;1891
372;1997
373;2104
374;2174
375;2244
376;2305
377;2366
378;2338
379;2311
380;2345
381;2379
382;2400
383;2422
384;2455
385;2488
386;2608
387;2728
388;2818
389;2908
390;3028
391;3149
392;3224
393;3300
394;3382
395;3465
396;3360
397;3256
398;3159
399;3063
400;2998
401;2934
402;2874
403;2814
404;2743
405;2672
406;2671
407;2670
408;2706
409;2743
410;2779
411;2816
412;2826
413;2836
414;2800
415;2765
416;2704
417;2643
418;2467
419;2291
420;2194
421;2098
422;2007
423;1916
424;1787
425;1658
426;1612
427;1567
428;1527
429;1487
430;1407
431;1327
432;1290
433;1254
434;1269
435;1285
436;1214
437;1143
438;1152
439;1161
440;1160
441;1159
442;1156
443;1154
444;1188
445;1223
446;1207
447;1192
448;1228
449;1265
450;1298
451;1332
452;1388
453;1445
454;1525
455;1605
456;1680
457;1756
458;1870
459;1985
460;2037
461;2089
462;2168
463;2248
464;2319
465;2391
466;2396
467;2402
468;2415
469;2428
470;2457
471;2486
472;2475
473;2464
474;2465
475;2466
476;2506
477;2546
478;2586
479;2626
480;2733
481;2841
482;2947
483;3054
484;3138
485;3223
486;3311
487;3400
488;3431
489;3462
490;3478
491;3495
492;3493
493;3491
494;3424
495;3358
496;3350
497;3343
498;3191
499;3039
500;2973
501;2908
502;2905
503;2903
504;2860
505;2817
506;2779
507;2741
508;2795
509;2850
510;2831
511;2812
512;2861
513;2910
514;2976
515;3043
516;2995
517;2948
518;2896
519;2845
520;2820
521;2796
522;2741
523;2686
524;2602
525;2519
526;2427
527;2335
528;2256
529;2177
530;2100
531;2024
532;1956
533;1889
534;1828
535;1767
536;1709
537;1652
538;1612
539;1572
540;1522
541;1472
542;1454
543;1436
544;1425
545;1414
546;1368
547;1323
548;1310
549;1297
550;1278
551;1259
552;1255
553;1252
554;1229
555;1206
556;1183
557;1161
558;1174
559;1188
560;1203
561;1219
562;1212
563;1206
564;1190
565;1174
566;1216
567;1259
568;1234
569;1210
570;1210
571;1210
572;1222
573;1235
574;1259
575;1283
576;1328
577;1374
578;1375
579;1377
580;1423
581;1470
582;1495
583;1521
584;1544
585;1567
586;1618
587;1669
588;1713
589;1758
590;1801
591;1845
592;1859
593;1873
594;1992
595;2111
596;2147
597;2184
598;2222
599;2260
600;2315
601;2371
602;2416
603;2461
604;2504
605;2548
606;2569
607;2590
608;2556
609;2522
610;2555
611;2588
612;2564
613;2541
614;2531
615;2521
616;2560
617;2599
618;2582
619;2566
620;2553
621;2541
622;2543
623;2546
624;2541
625;2537
626;2548
627;2559
628;2528
629;2497
630;2528
631;2559
632;2571
633;2584
634;2600
635;2617
636;2645
637;2674
638;2704
639;2735
640;2816
641;2897
642;2870
643;2843
644;2877
645;2912
646;2961
647;3010
648;3059
649;3109
650;3163
651;3218
652;3255
653;3292
654;3316
655;3340
656;3405
657;3471
658;3480
659;3489
660;3548
661;3607
662;3578
663;3549
664;3643
665;3738
666;3739
667;3740
668;3734
669;3728
670;3759
671;3791
672;3793
673;3795
674;3730
675;3666
676;3724
677;3782
678;3704
679;3627
680;3681
681;3735
682;3696
683;3657
684;3613
685;3569
686;3527
687;3485
688;3456
689;3427
690;3462
691;3498
692;3389
693;3280
694;3308
695;3336
696;3323
697;3311
698;3308
699;3305
700;3237
701;3170
702;3194
703;3218
704;3181
705;3145
706;3136
707;3127
708;3086
709;3045
710;3045
711;3045
712;3029
713;3014
714;3006
715;2999
716;3034
717;3069
718;3058
719;3047
720;3003
721;2959
722;2941
723;2923
724;2952
725;2981
726;2924
727;2868
728;2916
729;2965
730;2939
731;2914
732;2914
733;2914
734;2965
735;3016
736;2947
737;2879
738;2951
739;3023
740;2975
741;2927
742;2900
743;2874
744;2890
745;2907
746;2917
747;2927
748;2899
749;2872
750;2885
751;2899
752;2894
753;2890
754;2869
755;2848
756;2862
757;2877
758;2914
759;2952
760;2956
761;2961
762;2962
763;2963
764;2947
765;2932
766;2980
767;3029
768;3009
769;2990
770;3004
771;3018
772;3000
773;2983
774;3079
775;3176
776;3168
777;3161
778;3166
779;3172
780;3227
781;3282
782;3216
783;3150
784;3220
785;3291
786;3288
787;3285
788;3324
789;3363
790;3376
791;3389
792;3391
793;3393
794;3464
795;3536
796;3486
797;3436
798;3463
799;3491
800;3576
801;3662
802;3648
803;3635
804;3616
805;3598
806;3642
807;3687
808;3663
809;3640
810;3687
811;3735
812;3712
813;3689
814;3654
815;3620
816;3639
817;3658
818;3598
819;3538
820;3505
821;3473
822;3434
823;3396
824;3384
825;3373
826;3348
827;3323
828;3213
829;3103
830;3051
831;2999
832;2943
833;2887
834;2882
835;2877
836;2757
837;2637
838;2649
839;2661
840;2593
841;2526
842;2507
843;2488
844;2502
845;2517
846;2456
847;2395
848;2402
849;2410
850;2404
851;2399
852;2365
853;2331
854;2306
855;2282
856;2300
857;2319
858;2362
859;2406
860;2355
861;2304
862;2337
863;2371
864;2375
865;2380
866;2405
867;2430
868;2416
869;2402
870;2453
871;2504
872;2444
873;2384
874;2428
875;2473
876;2396
877;2320
878;2306
879;2293
880;2237
881;2182
882;2100
883;2018
884;1952
885;1887
886;1812
887;1738
888;1700
889;1663
890;1574
891;1485
892;1427
893;1370
894;1347
895;1325
896;1284
897;1243
898;1212
899;1181
900;1157
901;1134
902;1094
903;1055
904;1050
905;1046
906;1042
907;1039
908;1021
909;1004
910;992
911;981
912;962
913;944
914;963
915;982
916;962
917;942
918;950
919;959
920;931
921;904
922;908
923;913
924;918
925;924
926;972
927;1021
928;996
929;972
930;984
931;997
932;1010
933;1023
934;1047
935;1072
936;1072
937;1072
938;1108
939;1144
940;1203
941;1263
942;1325
943;1388
944;1405
945;1423
946;1471
947;1519
948;1608
949;1698
950;1761
951;1825
952;1975
953;2126
954;2212
955;2299
956;2425
957;2552
958;2649
959;2746
960;2815
961;2885
962;2867
963;2850
964;2842
965;2834
966;2793
967;2752
968;2652
969;2553
970;2456
971;2359
972;2387
973;2415
974;2418
975;2422
976;2477
977;2533
978;2609
979;2686
980;2719
981;2752
982;2866
983;2981
984;3105
985;3229
986;3315
987;3402
988;3448
989;3495
990;3577
991;3660
992;3536
993;3413
994;3295
995;3178
996;3006
997;2834
998;2713
999;2592
1000;2499
1001;2406
1002;2343
1003;2280
1004;2273
1005;2266
1006;2253
1007;2240
1008;2282
1009;2324
1010;2321
1011;2319
1012;2320
1013;2322
1014;2307
1015;2293
1016;2242
1017;2191
1018;2089
1019;1987
1020;1882
1021;1778
1022;1626
1023;1474
1024;1375
1025;1277
1026;1217
1027;1157
1028;1093
1029;1030
1030;993
1031;957
1032;953
1033;950
1034;930
1035;910
1036;911
1037;913
1038;904
1039;895
1040;891
1041;888
1042;881
1043;875
1044;902
1045;930
1046;941
1047;953
1048;981
1049;1010
1050;1063
1051;1117
1052;1162
1053;1208
1054;1237
1055;1266
1056;1389
1057;1512
1058;1646
1059;1780
1060;1922
1061;2064
1062;2259
1063;2455
1064;2549
1065;2643
1066;2706
1067;2770
1068;2763
1069;2757
1070;2649
1071;2541
1072;2454
1073;2368
1074;2353
1075;2339
1076;2348
1077;2357
1078;2439
1079;2521
1080;2691
1081;2861
1082;2995
1083;3130
1084;3210
1085;3291
1086;3335
1087;3380
1088;3318
1089;3256
1090;3076
1091;2896
1092;2703
1093;2510
1094;2393
1095;2277
1096;2255
1097;2233
1098;2232
1099;2231
1100;2261
1101;2291
1102;2285
1103;2279
1104;2245
1105;2211
1106;2103
1107;1996
1108;1879
1109;1762
1110;1615
1111;1468
1112;1342
1113;1217
1114;1149
1115;1081
1116;1016
1117;952
1118;932
1119;913
1120;908
1121;904
1122;890
1123;877
1124;858
1125;840
1126;837
1127;835
1128;855
1129;875
1130;915
1131;955
1132;1008
1133;1061
1134;1124
1135;1188
1136;1277
1137;1367
1138;1490
1139;1614
1140;1825
1141;2036
1142;2222
1143;2408
1144;2548
1145;2688
1146;2653
1147;2619
1148;2520
1149;2422
1150;2352
1151;2282
1152;2237
1153;2193
1154;2341
1155;2490
1156;2672
1157;2854
1158;2961
1159;3069
1160;3213
1161;3358
1162;3269
1163;3180
1164;3039
1165;2899
1166;2730
1167;2561
1168;2360
1169;2160
1170;2153
1171;2146
1172;2183
1173;2220
1174;2191
1175;2162
1176;2182
1177;2202
1178;2063
1179;1924
1180;1753
1181;1583
1182;1427
1183;1272
1184;1159
1185;1046
1186;998
1187;950
1188;910
1189;871
1190;857
1191;844
1192;829
1193;815
1194;819
1195;824
1196;862
1197;901
1198;933
1199;966
1200;1018
1201;1070
1202;1169
1203;1268
1204;1392
1205;1516
1206;1724
1207;1933
1208;2136
1209;2340
1210;2486
1211;2632
1212;2595
1213;2559
1214;2429
1215;2300
1216;2253
1217;2206
1218;2317
1219;2428
1220;2596
1221;2765
1222;2904
1223;3043
1224;3135
1225;3227
1226;3105
1227;2983
1228;2764
1229;2546
1230;2358
1231;2171
1232;2115
1233;2060
1234;2121
1235;2182
1236;2124
1237;2067
1238;2061
1239;2056
1240;1910
1241;1765
1242;1573
1243;1381
1244;1227
1245;1073
1246;993
1247;913
1248;874
1249;835
1250;822
1251;810
1252;810
1253;810
1254;821
1255;833
1256;860
1257;888
1258;944
1259;1001
1260;1080
1261;1159
1262;1325
1263;1492
1264;1706
1265;1920
1266;2126
1267;2333
1268;2473
1269;2613
1270;2520
1271;2428
1272;2296
1273;2164
1274;2193
1275;2222
1276;2403
1277;2584
1278;2798
1279;3012
1280;3113
1281;3214
1282;3076
1283;2939
1284;2694
1285;2450
1286;2299
1287;2149
1288;2065
1289;1982
1290;2044
1291;2106
1292;2075
1293;2044
1294;1919
1295;1794
1296;1614
1297;1434
1298;1281
1299;1128
1300;1004
1301;881
1302;857
1303;833
1304;820
1305;808
1306;807
1307;806
1308;806
1309;806
1310;856
1311;906
1312;1002
1313;1099
1314;1235
1315;1372
1316;1583
1317;1794
1318;2039
1319;2284
1320;2426
1321;2568
1322;2484
1323;2400
1324;2275
1325;2151
1326;2223
1327;2295
1328;2477
1329;2659
1330;2869
1331;3079
1332;3043
1333;3007
1334;2764
1335;2521
1336;2342
1337;2164
1338;2135
1339;2106
1340;2082
1341;2058
1342;2024
1343;1991
1344;1874
1345;1758
1346;1513
1347;1268
1348;1132
1349;997
1350;943
1351;890
1352;848
1353;806
1354;802
1355;799
1356;801
1357;804
1358;857
1359;911
1360;982
1361;1053
1362;1205
1363;1357
1364;1580
1365;1803
1366;2079
1367;2355
1368;2355
