MIN=0	0	0	0	0
MAX=50	10	10	10	70
SCALE=50	5	5	5	10
DEC=1	2	2	2	2
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Anode" U_A / V	"Acceleration voltage" U_B / V
0	0.035	0.65	0.035	0.65
0.099	0.035	0.65	0.035	0.65
0.199	0.035	0.65	0.035	0.65
0.299	0.035	0.65	0.035	0.65
0.399	0.035	0.65	0.035	0.65
0.499	0.035	0.65	0.035	0.65
0.599	0.035	0.65	0.035	0.65
0.699	0.03	0.7	0.03	0.7
0.799	0.035	0.9	0.035	0.9
0.899	0.03	1.1	0.03	1.1
0.999	0.035	1.3	0.035	1.3
1.099	0.025	1.45	0.025	1.45
1.199	0.035	1.7	0.035	1.7
1.299	0.03	1.85	0.03	1.85
1.399	0.035	2.05	0.035	2.05
1.499	0.025	2.25	0.025	2.25
1.599	0.035	2.45	0.035	2.45
1.699	0.03	2.65	0.03	2.65
1.799	0.04	2.85	0.04	2.85
1.899	0.03	3	0.03	3
1.999	0.04	3.2	0.04	3.2
2.099	0.025	3.4	0.025	3.4
2.199	0.04	3.6	0.04	3.6
2.299	0.035	3.8	0.035	3.8
2.399	0.04	4	0.04	4
2.499	0.035	4.2	0.035	4.2
2.599	0.04	4.35	0.04	4.35
2.699	0.035	4.55	0.035	4.55
2.799	0.04	4.75	0.04	4.75
2.899	0.035	4.95	0.035	4.95
2.999	0.04	5.15	0.04	5.15
3.099	0.04	5.35	0.04	5.35
3.199	0.05	5.55	0.05	5.55
3.299	0.05	5.7	0.05	5.7
3.399	0.06	5.9	0.06	5.9
3.499	0.065	6.15	0.065	6.15
3.599	0.08	6.3	0.08	6.3
3.699	0.08	6.5	0.08	6.5
3.799	0.095	6.7	0.095	6.7
3.899	0.095	6.9	0.095	6.9
3.999	0.09	7.05	0.09	7.05
4.099	0.085	7.3	0.085	7.3
4.199	0.085	7.45	0.085	7.45
4.299	0.08	7.65	0.08	7.65
4.399	0.07	7.85	0.07	7.85
4.499	0.07	8.05	0.07	8.05
4.599	0.06	8.2	0.06	8.2
4.699	0.06	8.4	0.06	8.4
4.799	0.055	8.65	0.055	8.65
4.899	0.055	8.85	0.055	8.85
4.999	0.045	9	0.045	9
5.099	0.05	9.2	0.05	9.2
5.199	0.045	9.4	0.045	9.4
5.299	0.055	9.6	0.055	9.6
