# Strom: -0.34 A
# Magnetfeld: 25 mT
# Schnitt bei (696,491)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;616
2;676
3;736
4;807
5;879
6;897
7;915
8;924
9;932
10;1007
11;1082
12;1141
13;1201
14;1217
15;1234
16;1195
17;1156
18;1112
19;1067
20;1055
21;1043
22;1031
23;1019
24;1009
25;1000
26;916
27;833
28;768
29;704
30;644
31;584
32;540
33;497
34;465
35;433
36;437
37;441
38;448
39;456
40;475
41;494
42;541
43;587
44;646
45;705
46;770
47;835
48;884
49;933
50;929
51;926
52;977
53;1028
54;1059
55;1091
56;1180
57;1269
58;1269
59;1270
60;1234
61;1198
62;1153
63;1109
64;1115
65;1122
66;1107
67;1092
68;1077
69;1061
70;989
71;918
72;861
73;805
74;718
75;631
76;584
77;538
78;515
79;492
80;459
81;427
82;433
83;439
84;452
85;465
86;483
87;502
88;550
89;598
90;679
91;760
92;819
93;878
94;914
95;950
96;958
97;967
98;995
99;1023
100;1062
101;1101
102;1165
103;1229
104;1258
105;1288
106;1280
107;1273
108;1234
109;1195
110;1138
111;1081
112;1085
113;1090
114;1098
115;1107
116;1082
117;1057
118;1003
119;949
120;871
121;793
122;731
123;669
124;629
125;589
126;550
127;512
128;488
129;465
130;457
131;449
132;457
133;465
134;481
135;498
136;534
137;570
138;624
139;678
140;732
141;787
142;848
143;910
144;929
145;949
146;969
147;990
148;1014
149;1038
150;1069
151;1100
152;1176
153;1253
154;1289
155;1326
156;1349
157;1373
158;1341
159;1309
160;1253
161;1197
162;1165
163;1134
164;1146
165;1158
166;1148
167;1138
168;1106
169;1075
170;1057
171;1040
172;948
173;856
174;792
175;729
176;662
177;596
178;580
179;564
180;544
181;524
182;507
183;490
184;494
185;499
186;494
187;489
188;493
189;497
190;542
191;587
192;635
193;683
194;729
195;775
196;834
197;893
198;946
199;999
200;999
201;998
202;1020
203;1041
204;1063
205;1085
206;1129
207;1174
208;1241
209;1308
210;1375
211;1442
212;1444
213;1446
214;1406
215;1365
216;1315
217;1265
218;1224
219;1183
220;1166
221;1150
222;1165
223;1180
224;1197
225;1215
226;1174
227;1133
228;1079
229;1026
230;973
231;921
232;848
233;774
234;732
235;690
236;645
237;601
238;576
239;551
240;539
241;528
242;528
243;529
244;525
245;521
246;516
247;512
248;533
249;553
250;578
251;604
252;630
253;656
254;709
255;763
256;838
257;914
258;935
259;957
260;986
261;1016
262;1041
263;1066
264;1071
265;1077
266;1081
267;1085
268;1128
269;1171
270;1207
271;1244
272;1306
273;1367
274;1425
275;1483
276;1475
277;1468
278;1429
279;1391
280;1359
281;1328
282;1278
283;1228
284;1222
285;1217
286;1195
287;1173
288;1193
289;1212
290;1210
291;1207
292;1185
293;1163
294;1123
295;1083
296;1006
297;929
298;896
299;863
300;810
301;757
302;730
303;703
304;671
305;640
306;623
307;606
308;580
309;555
310;557
311;559
312;549
313;539
314;539
315;540
316;545
317;550
318;557
319;564
320;591
321;618
322;654
323;690
324;716
325;742
326;810
327;878
328;903
329;928
330;996
331;1063
332;1087
333;1112
334;1111
335;1110
336;1113
337;1117
338;1119
339;1121
340;1137
341;1152
342;1171
343;1190
344;1250
345;1311
346;1355
347;1400
348;1440
349;1480
350;1500
351;1520
352;1519
353;1518
354;1483
355;1448
356;1400
357;1352
358;1341
359;1331
360;1287
361;1243
362;1229
363;1215
364;1229
365;1244
366;1264
367;1284
368;1286
369;1287
370;1270
371;1253
372;1220
373;1187
374;1141
375;1096
376;1048
377;1001
378;968
379;935
380;872
381;810
382;788
383;767
384;733
385;699
386;683
387;667
388;652
389;638
390;610
391;583
392;591
393;598
394;588
395;579
396;583
397;588
398;591
399;594
400;570
401;547
402;564
403;582
404;601
405;621
406;630
407;639
408;662
409;685
410;727
411;768
412;779
413;789
414;861
415;933
416;947
417;961
418;1001
419;1041
420;1068
421;1094
422;1103
423;1112
424;1130
425;1149
426;1138
427;1127
428;1140
429;1154
430;1158
431;1163
432;1164
433;1166
434;1181
435;1196
436;1231
437;1265
438;1302
439;1340
440;1375
441;1411
442;1447
443;1484
444;1529
445;1575
446;1570
447;1565
448;1574
449;1583
450;1558
451;1534
452;1512
453;1491
454;1429
455;1368
456;1364
457;1361
458;1339
459;1318
460;1279
461;1241
462;1234
463;1228
464;1223
465;1218
466;1234
467;1250
468;1286
469;1322
470;1303
471;1285
472;1324
473;1363
474;1356
475;1349
476;1332
477;1315
478;1279
479;1244
480;1196
481;1148
482;1131
483;1115
484;1074
485;1034
486;999
487;964
488;927
489;890
490;867
491;845
492;822
493;799
494;775
495;751
496;749
497;746
498;716
499;687
500;674
501;662
502;655
503;648
504;640
505;632
506;633
507;635
508;623
509;612
510;604
511;596
512;598
513;600
514;592
515;584
516;573
517;562
518;571
519;579
520;582
521;585
522;580
523;574
524;576
525;579
526;583
527;587
528;608
529;629
530;633
531;637
532;637
533;637
534;640
535;644
536;668
537;693
538;703
539;713
540;735
541;758
542;767
543;777
544;807
545;837
546;847
547;858
548;900
549;942
550;952
551;962
552;987
553;1012
554;1052
555;1092
556;1113
557;1134
558;1144
559;1153
560;1169
561;1185
562;1186
563;1187
564;1177
565;1166
566;1176
567;1186
568;1196
569;1207
570;1191
571;1176
572;1189
573;1202
574;1191
575;1180
576;1157
577;1135
578;1147
579;1159
580;1155
581;1152
582;1157
583;1162
584;1170
585;1179
586;1169
587;1159
588;1176
589;1194
590;1189
591;1184
592;1206
593;1228
594;1222
595;1216
596;1229
597;1243
598;1264
599;1286
600;1298
601;1310
602;1328
603;1346
604;1378
605;1410
606;1426
607;1443
608;1453
609;1464
610;1490
611;1516
612;1545
613;1575
614;1581
615;1588
616;1592
617;1597
618;1602
619;1606
620;1620
621;1633
622;1639
623;1646
624;1648
625;1651
626;1642
627;1633
628;1641
629;1649
630;1638
631;1627
632;1617
633;1607
634;1618
635;1628
636;1621
637;1613
638;1584
639;1556
640;1558
641;1561
642;1564
643;1568
644;1536
645;1505
646;1505
647;1506
648;1490
649;1474
650;1484
651;1494
652;1469
653;1444
654;1448
655;1452
656;1430
657;1408
658;1388
659;1368
660;1366
661;1365
662;1396
663;1427
664;1375
665;1323
666;1336
667;1350
668;1348
669;1346
670;1318
671;1289
672;1296
673;1304
674;1302
675;1300
676;1279
677;1259
678;1261
679;1263
680;1268
681;1274
682;1263
683;1253
684;1258
685;1263
686;1272
687;1281
688;1281
689;1281
690;1262
691;1244
692;1236
693;1229
694;1227
695;1226
696;1238
697;1250
698;1250
699;1251
700;1256
701;1262
702;1257
703;1253
704;1246
705;1240
706;1234
707;1229
708;1261
709;1294
710;1272
711;1251
712;1249
713;1247
714;1257
715;1268
716;1272
717;1277
718;1272
719;1268
720;1254
721;1240
722;1257
723;1274
724;1272
725;1270
726;1284
727;1299
728;1305
729;1311
730;1315
731;1319
732;1336
733;1353
734;1357
735;1362
736;1354
737;1347
738;1372
739;1397
740;1385
741;1374
742;1399
743;1425
744;1415
745;1406
746;1431
747;1457
748;1479
749;1501
750;1477
751;1453
752;1497
753;1541
754;1526
755;1512
756;1540
757;1568
758;1552
759;1536
760;1544
761;1553
762;1578
763;1603
764;1591
765;1579
766;1606
767;1634
768;1644
769;1654
770;1614
771;1575
772;1593
773;1612
774;1611
775;1610
776;1617
777;1624
778;1593
779;1562
780;1560
781;1559
782;1546
783;1533
784;1497
785;1461
786;1444
787;1428
788;1400
789;1373
790;1343
791;1314
792;1308
793;1301
794;1274
795;1247
796;1229
797;1211
798;1177
799;1143
800;1152
801;1161
802;1156
803;1152
804;1129
805;1106
806;1106
807;1107
808;1096
809;1085
810;1099
811;1113
812;1095
813;1077
814;1067
815;1057
816;1069
817;1082
818;1088
819;1094
820;1092
821;1091
822;1095
823;1099
824;1109
825;1119
826;1107
827;1096
828;1108
829;1120
830;1131
831;1142
832;1131
833;1120
834;1119
835;1119
836;1095
837;1072
838;1044
839;1015
840;995
841;976
842;947
843;918
844;885
845;852
846;841
847;831
848;789
849;748
850;724
851;700
852;685
853;670
854;648
855;626
856;613
857;599
858;575
859;552
860;553
861;555
862;548
863;541
864;537
865;533
866;511
867;489
868;488
869;487
870;478
871;469
872;465
873;461
874;463
875;466
876;471
877;476
878;465
879;454
880;460
881;467
882;461
883;455
884;461
885;466
886;468
887;469
888;465
889;462
890;478
891;495
892;500
893;504
894;509
895;515
896;534
897;553
898;563
899;572
900;590
901;609
902;631
903;653
904;688
905;723
906;748
907;774
908;798
909;822
910;882
911;943
912;996
913;1050
914;1070
915;1090
916;1144
917;1199
918;1225
919;1252
920;1262
921;1273
922;1264
923;1256
924;1234
925;1212
926;1189
927;1167
928;1125
929;1082
930;1073
931;1065
932;1063
933;1061
934;1082
935;1103
936;1109
937;1114
938;1157
939;1201
940;1249
941;1297
942;1365
943;1434
944;1459
945;1484
946;1526
947;1569
948;1573
949;1576
950;1537
951;1497
952;1451
953;1405
954;1338
955;1272
956;1217
957;1163
958;1125
959;1086
960;1068
961;1050
962;1033
963;1016
964;1022
965;1029
966;1044
967;1060
968;1073
969;1086
970;1082
971;1078
972;1079
973;1080
974;1062
975;1044
976;989
977;935
978;884
979;833
980;796
981;759
982;706
983;653
984;607
985;561
986;546
987;532
988;504
989;477
990;464
991;452
992;446
993;441
994;447
995;453
996;458
997;464
998;447
999;430
1000;438
1001;446
1002;449
1003;453
1004;457
1005;462
1006;466
1007;471
1008;484
1009;497
1010;510
1011;524
1012;564
1013;604
1014;661
1015;719
1016;758
1017;797
1018;866
1019;935
1020;999
1021;1063
1022;1134
1023;1205
1024;1225
1025;1244
1026;1229
1027;1214
1028;1179
1029;1145
1030;1091
