# Strom: -0.16 A
# Magnetfeld: 14 mT
# Schnitt bei (696,491)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;286
2;298
3;309
4;348
5;387
6;455
7;523
8;590
9;658
10;741
11;823
12;890
13;957
14;995
15;1033
16;1011
17;989
18;955
19;922
20;832
21;743
22;674
23;606
24;539
25;472
26;421
27;370
28;355
29;341
30;318
31;295
32;283
33;271
34;275
35;280
36;280
37;280
38;268
39;257
40;259
41;262
42;280
43;298
44;295
45;293
46;331
47;369
48;425
49;481
50;529
51;578
52;664
53;751
54;807
55;863
56;947
57;1032
58;1044
59;1055
60;1047
61;1040
62;989
63;939
64;857
65;776
66;698
67;620
68;564
69;508
70;457
71;405
72;377
73;350
74;338
75;326
76;309
77;292
78;290
79;289
80;287
81;286
82;283
83;281
84;278
85;276
86;280
87;285
88;285
89;285
90;296
91;307
92;337
93;367
94;416
95;465
96;517
97;570
98;632
99;695
100;768
101;842
102;911
103;981
104;1022
105;1063
106;1075
107;1088
108;1064
109;1040
110;987
111;934
112;847
113;759
114;696
115;634
116;573
117;512
118;463
119;415
120;389
121;363
122;338
123;312
124;311
125;311
126;304
127;298
128;286
129;274
130;273
131;272
132;268
133;265
134;273
135;282
136;292
137;301
138;306
139;311
140;328
141;345
142;362
143;379
144;412
145;446
146;515
147;584
148;634
149;684
150;771
151;858
152;929
153;1000
154;1036
155;1073
156;1083
157;1094
158;1103
159;1113
160;1070
161;1028
162;967
163;907
164;818
165;729
166;672
167;615
168;567
169;520
170;477
171;434
172;405
173;376
174;350
175;324
176;321
177;318
178;315
179;312
180;306
181;301
182;298
183;295
184;286
185;277
186;276
187;276
188;293
189;310
190;313
191;317
192;315
193;313
194;324
195;335
196;355
197;375
198;410
199;445
200;481
201;517
202;573
203;630
204;703
205;776
206;822
207;869
208;946
209;1022
210;1053
211;1083
212;1117
213;1150
214;1147
215;1144
216;1117
217;1091
218;1035
219;980
220;912
221;845
222;787
223;729
224;674
225;618
226;576
227;533
228;487
229;441
230;421
231;401
232;383
233;365
234;363
235;361
236;343
237;325
238;322
239;320
240;323
241;326
242;314
243;302
244;314
245;326
246;318
247;310
248;320
249;330
250;328
251;326
252;331
253;335
254;344
255;353
256;358
257;363
258;383
259;404
260;436
261;468
262;514
263;559
264;593
265;626
266;690
267;754
268;807
269;861
270;923
271;985
272;1036
273;1088
274;1124
275;1160
276;1197
277;1235
278;1204
279;1173
280;1158
281;1144
282;1087
283;1030
284;998
285;966
286;891
287;817
288;768
289;719
290;667
291;615
292;572
293;529
294;500
295;471
296;446
297;422
298;403
299;385
300;382
301;379
302;368
303;357
304;348
305;339
306;332
307;326
308;323
309;320
310;327
311;334
312;342
313;351
314;335
315;320
316;332
317;344
318;340
319;336
320;338
321;340
322;349
323;359
324;362
325;365
326;369
327;374
328;385
